790|CLR TB SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:16:13 PM Sunday, 27-June-2021 1D017
791|CLR TB SMOKE(ACCLIM)GAS BOTTLE STORE| GF TR 36|  03:16:13 PM Sunday, 27-June-2021 1D018
792|CLR TB SMOKE(PHOTO) STAIRS| ST 01|  03:16:14 PM Sunday, 27-June-2021 1D019
793|CLR TB SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:16:15 PM Sunday, 27-June-2021 1D020
794|CLR TB SMOKE(ACCLIM)METAL WORK SHOP| GF WK 06|  03:16:15 PM Sunday, 27-June-2021 1D021
795|CLR TB SMOKE(PHOTO) WASTE HOLD| GF WA 07|  03:16:16 PM Sunday, 27-June-2021 1D022
796|CLR TB SMOKE(ACCLIM)HOT WATER CYLINDERS 05 GF TR 33|  03:16:16 PM Sunday, 27-June-2021 1D023
797|CLR TB SMOKE(PHOTO) BREAK ROOM| GF BR 08|  03:16:17 PM Sunday, 27-June-2021 1D024
798|CLR TB SMOKE(PHOTO) BREAK ROOM| GF BR 08|  03:16:18 PM Sunday, 27-June-2021 1D025
799|CLR TB SMOKE(PHOTO) DETECTOR ADDR 1D026|  03:16:18 PM Sunday, 27-June-2021 1D026
800|CLR TB SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:16:19 PM Sunday, 27-June-2021 1D027
801|CLR TB SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:16:19 PM Sunday, 27-June-2021 1D028
802|CLR TB SMOKE(PHOTO) OFFICE| GF OF 09|  03:16:20 PM Sunday, 27-June-2021 1D029
803|CLR TB SMOKE(PHOTO) OFFICE| GF OF 09|  03:16:20 PM Sunday, 27-June-2021 1D030
804|CLR TB SMOKE(PHOTO) CHECK POINT| GF OF 11|  03:16:21 PM Sunday, 27-June-2021 1D031
805|CLR TB SMOKE(PHOTO) CHECK POINT| GF OF 11|  03:16:21 PM Sunday, 27-June-2021 1D032
806|CLR TB SMOKE(PHOTO) ICT INCOMING| GF OF 10|  03:16:22 PM Sunday, 27-June-2021 1D033
807|CLR TB SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:16:22 PM Sunday, 27-June-2021 1D034
808|CLR TB SMOKE(PHOTO) DETECTOR ADDR 1D035|  03:16:22 PM Sunday, 27-June-2021 1D035
809|CLR TB SMOKE(PHOTO) STAIRS| ST 02|  03:16:23 PM Sunday, 27-June-2021 1D036
810|CLR TB SMOKE(LASER) DETECTOR ADDR 1D037|  03:16:24 PM Sunday, 27-June-2021 1D037
811|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:24 PM Sunday, 27-June-2021 2M013
812|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:25 PM Sunday, 27-June-2021 2M014
813|CLR TB WATERFLOW|PLANT ROOM|05 01 TR 01|  03:16:25 PM Sunday, 27-June-2021 2M002
814|CLR TB TAMPER|PLANT ROOM|05 01 TR 01|  03:16:26 PM Sunday, 27-June-2021 2M003
815|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:26 PM Sunday, 27-June-2021 2M004
816|CLR TB WATERFLOW|PLANT ROOM|05 01 TR 01|  03:16:27 PM Sunday, 27-June-2021 2M005
817|CLR TB TAMPER|PLANT ROOM|05 01 TR 01|  03:16:28 PM Sunday, 27-June-2021 2M006
818|CLR TB TAMPER|PLANT ROOM|05 01 TR 01|  03:16:28 PM Sunday, 27-June-2021 2M007
819|CLR TB WATERFLOW|PLANT ROOM|05 01 TR 01|  03:16:29 PM Sunday, 27-June-2021 2M008
820|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:30 PM Sunday, 27-June-2021 2M009
821|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:30 PM Sunday, 27-June-2021 2M011
822|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:31 PM Sunday, 27-June-2021 2M012
823|CLR TB PULL_STATION PLANT ROOM| 01 TR 01|  03:16:31 PM Sunday, 27-June-2021 2M001
824|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:32 PM Sunday, 27-June-2021 2M010
825|CLR TB RELAY|PLANT ROOM|05 01 TR 01|  03:16:33 PM Sunday, 27-June-2021 2M015
826|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:33 PM Sunday, 27-June-2021 2D002
827|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:34 PM Sunday, 27-June-2021 2D005
828|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:34 PM Sunday, 27-June-2021 2D007
829|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:35 PM Sunday, 27-June-2021 2D008
830|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:35 PM Sunday, 27-June-2021 2D010
831|CLR TB HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:16:36 PM Sunday, 27-June-2021 2D011
832|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:37 PM Sunday, 27-June-2021 2D012
833|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:37 PM Sunday, 27-June-2021 2D013
834|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:38 PM Sunday, 27-June-2021 2D014
835|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:38 PM Sunday, 27-June-2021 2D015
836|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:39 PM Sunday, 27-June-2021 2D016
837|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:39 PM Sunday, 27-June-2021 2D017
838|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:40 PM Sunday, 27-June-2021 2D018
839|CLR TB HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:16:40 PM Sunday, 27-June-2021 2D019
840|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:41 PM Sunday, 27-June-2021 2D029
841|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:42 PM Sunday, 27-June-2021 2D030
842|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:42 PM Sunday, 27-June-2021 2D031
843|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:43 PM Sunday, 27-June-2021 2D032
844|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:44 PM Sunday, 27-June-2021 2D033
845|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:44 PM Sunday, 27-June-2021 2D034
846|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:45 PM Sunday, 27-June-2021 2D035
847|CLR TB HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:16:45 PM Sunday, 27-June-2021 2D036
848|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:45 PM Sunday, 27-June-2021 2D037
849|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:46 PM Sunday, 27-June-2021 2D038
850|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:46 PM Sunday, 27-June-2021 2D039
851|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:47 PM Sunday, 27-June-2021 2D040
852|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:47 PM Sunday, 27-June-2021 2D041
853|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:48 PM Sunday, 27-June-2021 2D043
854|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:48 PM Sunday, 27-June-2021 2D044
855|CLR TB HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:16:49 PM Sunday, 27-June-2021 2D046
856|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:49 PM Sunday, 27-June-2021 2D001
857|SIGNAL SILENCED|  03:16:50 PM Sunday, 27-June-2021 
858|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:51 PM Sunday, 27-June-2021 2D020
859|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:51 PM Sunday, 27-June-2021 2D021
860|CLR TB SMOKE(DUCTP) PLANT ROOM| 01 TR 01|  03:16:52 PM Sunday, 27-June-2021 2D022
861|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:52 PM Sunday, 27-June-2021 2D023
862|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:53 PM Sunday, 27-June-2021 2D024
863|CLR TB SMOKE(DUCTP) PLANT ROOM| 01 TR 01|  03:16:54 PM Sunday, 27-June-2021 2D025
864|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:54 PM Sunday, 27-June-2021 2D026
865|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:55 PM Sunday, 27-June-2021 2D027
866|CLR TB SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:16:55 PM Sunday, 27-June-2021 2D028
867|CLR TB |Sys Initialization|  03:18:27 PM Sunday, 27-June-2021 
868|TROUBL PULL_STATION PLANT ROOM| 01 TR 01|INVREP 01:48P 062221 2M001TROUBL WATERFLOW|PLANT ROOM|  03:20:15 PM Sunday, 27-June-2021 2M001
869|TROUBL WATERFLOW|PLANT ROOM|05 01 TR 01|  03:20:51 PM Sunday, 27-June-2021 2M002
870|TROUBL PULL_STATION PLANT ROOM| 01 TR 01|  03:25:45 PM Sunday, 27-June-2021 2M001
871|TROUBL WATERFLOW|PLANT ROOM|05 01 TR 01|  03:25:45 PM Sunday, 27-June-2021 2M002
872|TROUBL TAMPER|PLANT ROOM|05 01 TR 01|  03:25:45 PM Sunday, 27-June-2021 2M003
873|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:46 PM Sunday, 27-June-2021 2M004
874|TROUBL WATERFLOW|PLANT ROOM|05 01 TR 01|  03:25:46 PM Sunday, 27-June-2021 2M005
875|TROUBL TAMPER|PLANT ROOM|05 01 TR 01|  03:25:47 PM Sunday, 27-June-2021 2M006
876|TROUBL TAMPER|PLANT ROOM|05 01 TR 01|  03:25:47 PM Sunday, 27-June-2021 2M007
877|TROUBL WATERFLOW|PLANT ROOM|05 01 TR 01|  03:25:47 PM Sunday, 27-June-2021 2M008
878|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:48 PM Sunday, 27-June-2021 2M009
879|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:48 PM Sunday, 27-June-2021 2M010
880|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:48 PM Sunday, 27-June-2021 2M011
881|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:49 PM Sunday, 27-June-2021 2M012
882|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:49 PM Sunday, 27-June-2021 2M013
883|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:50 PM Sunday, 27-June-2021 2M014
884|TROUBL RELAY|PLANT ROOM|05 01 TR 01|  03:25:50 PM Sunday, 27-June-2021 2M015
885|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:25:50 PM Sunday, 27-June-2021 2D001
886|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:51 PM Sunday, 27-June-2021 2D002
887|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:51 PM Sunday, 27-June-2021 2D005
888|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:52 PM Sunday, 27-June-2021 2D007
889|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:52 PM Sunday, 27-June-2021 2D008
890|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:52 PM Sunday, 27-June-2021 2D010
891|TROUBL HEAT(FIXED)|WORK SHOP DRY BELOW 05 GF WK 21|  03:25:53 PM Sunday, 27-June-2021 2D011
892|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:53 PM Sunday, 27-June-2021 2D012
893|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:54 PM Sunday, 27-June-2021 2D013
894|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:54 PM Sunday, 27-June-2021 2D014
895|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:55 PM Sunday, 27-June-2021 2D015
896|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:55 PM Sunday, 27-June-2021 2D016
897|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:55 PM Sunday, 27-June-2021 2D017
898|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:56 PM Sunday, 27-June-2021 2D018
899|TROUBL HEAT(FIXED)|WORK SHOP ELEC|05 GF WK 19|  03:25:56 PM Sunday, 27-June-2021 2D019
900|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:25:57 PM Sunday, 27-June-2021 2D020
901|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:25:57 PM Sunday, 27-June-2021 2D021
902|TROUBL SMOKE(DUCTP) PLANT ROOM| 01 TR 01|  03:25:57 PM Sunday, 27-June-2021 2D022
903|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:25:58 PM Sunday, 27-June-2021 2D023
904|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:25:58 PM Sunday, 27-June-2021 2D024
905|TROUBL SMOKE(DUCTP) PLANT ROOM| 01 TR 01|  03:25:59 PM Sunday, 27-June-2021 2D025
906|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:26:00 PM Sunday, 27-June-2021 2D026
907|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:26:00 PM Sunday, 27-June-2021 2D027
908|TROUBL SMOKE(ACCLIM)PLANT ROOM| 01 TR 01|  03:26:00 PM Sunday, 27-June-2021 2D028
909|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:01 PM Sunday, 27-June-2021 2D029
910|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:01 PM Sunday, 27-June-2021 2D030
911|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:01 PM Sunday, 27-June-2021 2D031
912|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:02 PM Sunday, 27-June-2021 2D032
913|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:02 PM Sunday, 27-June-2021 2D033
914|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:02 PM Sunday, 27-June-2021 2D034
915|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:03 PM Sunday, 27-June-2021 2D035
916|TROUBL HEAT(FIXED)|WORK SHOP MECH.|BEL05 GF WK 01|  03:26:04 PM Sunday, 27-June-2021 2D036
917|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:04 PM Sunday, 27-June-2021 2D037
918|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:04 PM Sunday, 27-June-2021 2D038
919|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:05 PM Sunday, 27-June-2021 2D039
920|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:05 PM Sunday, 27-June-2021 2D040
921|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:06 PM Sunday, 27-June-2021 2D041
922|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:06 PM Sunday, 27-June-2021 2D043
923|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:06 PM Sunday, 27-June-2021 2D044
924|TROUBL HEAT(FIXED)|WORK SHOP WET.|BELO05 GF WK 03|  03:26:07 PM Sunday, 27-June-2021 2D046
925|TROUBL PULL_STATION CORRIDOR| GF CI 05|  03:26:07 PM Sunday, 27-June-2021 1M001
926|TROUBL PULL_STATION STAIRS| ST 02|  03:26:08 PM Sunday, 27-June-2021 1M002
927|TROUBL RELAY|CORRIDOR|05 GF CI 05|  03:26:08 PM Sunday, 27-June-2021 1M003
928|TROUBL RELAY|OFFICE|05 GF OF 12|  03:26:08 PM Sunday, 27-June-2021 1M004
929|TROUBL PULL_STATION WORKSH SHOP DRY| GF WK 21|  03:26:09 PM Sunday, 27-June-2021 1M005
930|TROUBL RELAY|WORKSH SHOP DRY|05 GF WK 21|  03:26:09 PM Sunday, 27-June-2021 1M006
931|TROUBL PULL_STATION WORKSH SHOP DRY| GF WK 21|  03:26:09 PM Sunday, 27-June-2021 1M007
932|TROUBL RELAY|WORKSH SHOP DRY|05 GF WK 21|  03:26:10 PM Sunday, 27-June-2021 1M008
933|TROUBL RELAY|WORKSH SHOP DRY|05 GF WK 21|  03:26:10 PM Sunday, 27-June-2021 1M009
934|TROUBL RELAY|WORKSH SHOP DRY|05 GF WK 21|  03:26:11 PM Sunday, 27-June-2021 1M010
935|TROUBL RELAY|STORAGE DRY|05 GF SO 20|  03:26:11 PM Sunday, 27-June-2021 1M011
936|TROUBL RELAY|STORAGE DRY|05 GF SO 20|  03:26:12 PM Sunday, 27-June-2021 1M012
937|TROUBL RELAY|PAINT WORK SHOP|05 GF WK 17|  03:26:13 PM Sunday, 27-June-2021 1M013
938|TROUBL RELAY|TOILETS|05 GF TO 16|  03:26:13 PM Sunday, 27-June-2021 1M014
939|TROUBL TROUBLE_MON|CORRIDOR|05 GF CI 05|  03:26:13 PM Sunday, 27-June-2021 1M015
940|TROUBL CONTROL|CORRIDOR|05 GF CI 05|  03:26:14 PM Sunday, 27-June-2021 1M016
941|TROUBL CONTROL|CORRIDOR|05 GF CI 05|  03:26:14 PM Sunday, 27-June-2021 1M017
942|TROUBL CONTROL|CORRIDOR|05 GF CI 05|  03:26:15 PM Sunday, 27-June-2021 1M018
943|TROUBL RELAY|WORK SHOP ELEC.|05 GF WK 19|  03:26:15 PM Sunday, 27-June-2021 1M019
944|TROUBL RELAY|WORK SHOP ELEC.|05 GF WK 19|  03:26:16 PM Sunday, 27-June-2021 1M020
945|TROUBL PULL_STATION WORK SHOP ELEC.| GF WK 19|  03:26:16 PM Sunday, 27-June-2021 1M021
946|TROUBL RELAY|WORK SHOP ELEC.|05 GF WK 19|  03:26:17 PM Sunday, 27-June-2021 1M022
947|TROUBL PULL_STATION WORK SHOP ELEC.| GF WK 19|  03:26:17 PM Sunday, 27-June-2021 1M023
948|TROUBL RELAY|FORKLIFT BATTERY CHA05 GF TR 18|  03:26:17 PM Sunday, 27-June-2021 1M024
949|TROUBL PULL_STATION CORRIDOR| GF CI 05|  03:26:18 PM Sunday, 27-June-2021 1M025
950|TROUBL WATERFLOW|CORRIDOR|05 GF CI 05|  03:26:19 PM Sunday, 27-June-2021 1M026
951|TROUBL TAMPER|CORRIDOR|05 GF CI 05|  03:26:19 PM Sunday, 27-June-2021 1M027
952|TROUBL RELAY|CORRIDOR|05 GF CI 05|  03:26:20 PM Sunday, 27-June-2021 1M028
953|TROUBL RELAY|STORAGE DRY|05 GF SO 20|  03:26:20 PM Sunday, 27-June-2021 1M029
954|TROUBL RELAY|STORAGE DRY|05 GF SO 20|  03:26:21 PM Sunday, 27-June-2021 1M030
955|TROUBL MONITOR|BLDG DISTRIBUTOR 01 TR 04 GS-Z1|  03:26:21 PM Sunday, 27-June-2021 1M031
956|TROUBL MONITOR|BLDG DISTRIBUTOR 01 TR 04 GS-Z2|  03:26:21 PM Sunday, 27-June-2021 1M032
957|TROUBL MAN_RELEASE|BLDG DISTRIBUTOR 01 TR 04 GS-GD|  03:26:22 PM Sunday, 27-June-2021 1M033
958|TROUBL TROUBLE_MON|BLDG DISTRIBUTOR 01 TR 04 GS-T|  03:26:22 PM Sunday, 27-June-2021 1M034
959|TROUBL RELAY|STORAGE DRY|STORAGE DRY|  03:26:23 PM Sunday, 27-June-2021 1M035
960|TROUBL RELAY|CORRIDOR|05 GF CI 05|  03:26:23 PM Sunday, 27-June-2021 1M036
961|TROUBL RELAY|METAL WORK SHOP|05 GF WK 06|  03:26:24 PM Sunday, 27-June-2021 1M037
962|TROUBL RELAY|METAL WORK SHOP|05 GF WK 06|  03:26:24 PM Sunday, 27-June-2021 1M038
963|TROUBL RELAY|CORRIDOR|05 GF CI 05|  03:26:25 PM Sunday, 27-June-2021 1M039
964|TROUBL RELAY|BREAK ROOM|05 GF BR 08|  03:26:26 PM Sunday, 27-June-2021 1M040
965|TROUBL MONITOR|ELECTRICAL SWITCH ROTR 32 GS-Z1|  03:26:26 PM Sunday, 27-June-2021 1M041
966|TROUBL MONITOR|ELECTRICAL SWITCH ROTR 32 GS-Z2|  03:26:26 PM Sunday, 27-June-2021 1M042
967|TROUBL MAN_RELEASE|ELECTRICAL SWITCH ROTR 32 GS-GD|  03:26:27 PM Sunday, 27-June-2021 1M043
968|TROUBL TROUBLE_MON|ELECTRICAL SWITCH ROTR 32 GS-T|  03:26:27 PM Sunday, 27-June-2021 1M044
969|TROUBL RELAY|OFFICE|05 GF OF 09|  03:26:28 PM Sunday, 27-June-2021 1M045
970|TROUBL RELAY|CHECK POINT|05 GF OF 11|  03:26:28 PM Sunday, 27-June-2021 1M046
971|TROUBL PULL_STATION WORK SHOP WET| GF WK 03|  03:26:29 PM Sunday, 27-June-2021 1M047
972|TROUBL RELAY|WORK SHOP WET|05 GF WK 03|  03:26:29 PM Sunday, 27-June-2021 1M048
973|TROUBL PULL_STATION WORK SHOP WET| GF WK 03|  03:26:29 PM Sunday, 27-June-2021 1M049
974|TROUBL RELAY|WORK SHOP WET|05 GF WK 03|  03:26:30 PM Sunday, 27-June-2021 1M050
975|TROUBL RELAY|WORK SHOP WET|05 GF WK 03|  03:26:30 PM Sunday, 27-June-2021 1M051
976|TROUBL RELAY|WORK SHOP WET|05 GF WK 03|  03:26:31 PM Sunday, 27-June-2021 1M052
977|TROUBL RELAY|STORAGE WET|05 GF SO 02|  03:26:31 PM Sunday, 27-June-2021 1M053
978|TROUBL RELAY|STORAGE WET|05 GF SO 02|  03:26:32 PM Sunday, 27-June-2021 1M054
979|TROUBL PULL_STATION STORAGE WET| GF SO 02|  03:26:32 PM Sunday, 27-June-2021 1M055
980|TROUBL RELAY|WORK SHOP MECH.|05 GF WK 01|  03:26:32 PM Sunday, 27-June-2021 1M056
981|TROUBL PULL_STATION WORK SHOP MECH.| GF WK 01|  03:26:33 PM Sunday, 27-June-2021 1M057
982|TROUBL RELAY|WORK SHOP MECH.|05 GF WK 01|  03:26:33 PM Sunday, 27-June-2021 1M058
983|TROUBL PULL_STATION WORK SHOP MECH.| GF WK 01|  03:26:34 PM Sunday, 27-June-2021 1M059
984|TROUBL RELAY|WORK SHOP MECH.|05 GF WK 01|  03:26:34 PM Sunday, 27-June-2021 1M060
985|TROUBL RELAY|WORK SHOP MECH.|05 GF WK 01|  03:26:35 PM Sunday, 27-June-2021 1M061
986|TROUBL RELAY|STORAGE WET|05 GF SO 02|  03:26:35 PM Sunday, 27-June-2021 1M062
987|TROUBL RELAY|WORK SHOP ELEC.|05 GF WK 19|  03:26:35 PM Sunday, 27-June-2021 1M063
988|TROUBL PULL_STATION STORAGE WET| GF SO 02|  03:26:36 PM Sunday, 27-June-2021 1M064
989|TROUBL RELAY|MODULE ADDR 1M065|  03:26:37 PM Sunday, 27-June-2021 1M065
990|TROUBL RELAY|MODULE ADDR 1M066|  03:26:37 PM Sunday, 27-June-2021 1M066
991|TROUBL TAMPER|MODULE ADDR 1M067|  03:26:37 PM Sunday, 27-June-2021 1M067
992|TROUBL TAMPER|MODULE ADDR 1M068|  03:26:38 PM Sunday, 27-June-2021 1M068
993|TROUBL TAMPER|MODULE ADDR 1M069|  03:26:39 PM Sunday, 27-June-2021 1M069
994|TROUBL WATERFLOW_S|MODULE ADDR 1M070|PS|  03:26:39 PM Sunday, 27-June-2021 1M070
995|TROUBL WATERFLOW|MODULE ADDR 1M071|FS|  03:26:40 PM Sunday, 27-June-2021 1M071
996|TROUBL SMOKE(ACCLIM)PAINT WORK SHOP| GF WK 17|  03:26:40 PM Sunday, 27-June-2021 1D010
997|TROUBL SMOKE(PHOTO) TOILETS| GF TO 16|  03:26:40 PM Sunday, 27-June-2021 1D012
998|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:41 PM Sunday, 27-June-2021 1D013
999|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:41 PM Sunday, 27-June-2021 1D014
1000|TROUBL SMOKE(PHOTO) STAIRS| ST 05|  03:26:42 PM Sunday, 27-June-2021 1D015
1001|TROUBL SMOKE(ACCLIM)FORKLIFT BATTERY CHA05 GF TR 18|  03:26:42 PM Sunday, 27-June-2021 1D016
1002|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:42 PM Sunday, 27-June-2021 1D017
1003|TROUBL SMOKE(ACCLIM)GAS BOTTLE STORE| GF TR 36|  03:26:43 PM Sunday, 27-June-2021 1D018
1004|TROUBL SMOKE(PHOTO) STAIRS| ST 01|  03:26:43 PM Sunday, 27-June-2021 1D019
1005|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:44 PM Sunday, 27-June-2021 1D020
1006|TROUBL SMOKE(ACCLIM)METAL WORK SHOP| GF WK 06|  03:26:45 PM Sunday, 27-June-2021 1D021
1007|TROUBL SMOKE(PHOTO) WASTE HOLD| GF WA 07|  03:26:45 PM Sunday, 27-June-2021 1D022
1008|TROUBL SMOKE(ACCLIM)HOT WATER CYLINDERS 05 GF TR 33|  03:26:45 PM Sunday, 27-June-2021 1D023
1009|TROUBL SMOKE(PHOTO) BREAK ROOM| GF BR 08|  03:26:46 PM Sunday, 27-June-2021 1D024
1010|TROUBL SMOKE(PHOTO) BREAK ROOM| GF BR 08|  03:26:47 PM Sunday, 27-June-2021 1D025
1011|TROUBL SMOKE(PHOTO) DETECTOR ADDR 1D026|  03:26:47 PM Sunday, 27-June-2021 1D026
1012|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:47 PM Sunday, 27-June-2021 1D027
1013|TROUBL SMOKE(PHOTO) CORRIDOR| GF CI 05|  03:26:48 PM Sunday, 27-June-2021 1D028
1014|TROUBL SMOKE(PHOTO) OFFICE| GF OF 09|  03:26:49 PM Sunday, 27-June-2021 1D029
1015|TROUBL SMOKE(PHOTO) OFFICE| GF OF 09|  03:26:49 PM Sunday, 27-June-2021 1D030
1016|TROUBL SMOKE(PHOTO) CHECK POINT| GF OF 11|  03:26:49 PM Sunday, 27-June-2021 1D031
1017|TROUBL SMOKE(PHOTO) CHECK POINT| GF OF 11|  03:26:50 PM Sunday, 27-June-2021 1D032
