"ATC-ALL FLOOR-PANEL-1 - LOOPS 1,2,3,4,5,6,7"|G100,,,,,,,,,,,,,
ADDRESS ID,AREA ID,ADDRESS,ADDRESS LABEL,ADDRESS LABEL,GAS STAGES,,,,,,,,
203,ZONE-43,N105L01M102,G100-GF-Y036-0101-MM-102,SDB,"GS-GD,GAS DISCHARGE",,,,,,N105L01M102,1,
204,ZONE-43,N105L01M103,G100-GF-Y036-0101-MM-103,SDB,"GS-T,TROUBLE",,,,,,N105L01M103,1,
205,ZONE-42,N105L01M104,G100-GF-Y036-0101-MM-104,MDB,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L01M104,1,
206,ZONE-42,N105L01M105,G100-GF-Y036-0101-MM-105,MDB,"GS-Z2,STAGE 2 ALARM",,,,,,N105L01M105,1,
207,ZONE-42,N105L01M106,G100-GF-Y036-0101-MM-106,MDB,"GS-GD,GAS DISCHARGE",,,,,,N105L01M106,1,
208,ZONE-42,N105L01M107,G100-GF-Y036-0101-MM-107,MDB,"GS-T,TROUBLE",,,,,,N105L01M107,1,
209,ZONE-10,N105L01M108,G100-GF-Y036-0101-RM-108,CIRCULATION,,,,,,,N105L01M108,1,
210,ZONE-10,N105L01M109,G100-GF-Y036-0101-MP-109,CIRCULATION,,,,,,,N105L01M109,1,
211,ZONE-10,N105L01D115,G100-GF-Y036-0101-SD-115,FIRE PROTECTION,,,,,,,N105L01D115,1,
212,ZONE-10,N105L01D116,G100-GF-Y036-0101-SD-116,FIRE PROTECTION,,,,,,,N105L01D116,1,
213,ZONE-41,N105L02D075,G100-GF-Y036-0102-HD-075,ELEVATOR 03,,,,,,,N105L02D075,1,
214,ZONE-40,N105L02M001,G100-GF-Y036-0102-MM-001,STAIRS 04,,,,,,,N105L02M001,1,
215,ZONE-40,N105L02M002,G100-GF-Y036-0102-MM-002,STAIRS 04,,,,,,,N105L02M002,1,
216,ZONE-40,N105L02M003,G100-GF-Y036-0102-MM-003,STAIRS 04,,,,,,,N105L02M003,1,
217,ZONE-40,N105L02M004,G100-GF-Y036-0102-MM-004,STAIRS 04,,,,,,,N105L02M004,1,
218,ZONE-40,N105L02D001,G100-GF-Y036-0102-SD-001,STAIRS 04,,,,,,,N105L02D001,1,
219,ZONE-10,N105L02D002,G100-GF-Y036-0102-SD-002,CIRCULATION,,,,,,,N105L02D002,1,
220,ZONE-10,N105L02D003,G100-GF-Y036-0102-SD-003,CIRCULATION,,,,,,,N105L02D003,1,
221,ZONE-10,N105L02D004,G100-GF-Y036-0102-SD-004,CIRCULATION,,,,,,,N105L02D004,1,
222,ZONE-10,N105L02D005,G100-GF-Y036-0102-SD-005,CIRCULATION,,,,,,,N105L02D005,1,
223,ZONE-10,N105L02D006,G100-GF-Y036-0102-SD-006,FIRST AID ROOM,,,,,,,N105L02D006,1,
224,ZONE-10,N105L02D007,G100-GF-Y036-0102-SD-007,FIRST AID ROOM,,,,,,,N105L02D007,1,
225,ZONE-10,N105L02D008,G100-GF-Y036-0102-SD-008,CIRCULATION,,,,,,,N105L02D008,1,
226,ZONE-10,N105L02D009,G100-GF-Y036-0102-SD-009,CIRCULATION,,,,,,,N105L02D009,1,
227,ZONE-10,N105L02D010,G100-GF-Y036-0102-SD-010,FIRST AID ROOM,,,,,,,N105L02D010,1,
228,ZONE-10,N105L02D011,G100-GF-Y036-0102-SD-011,FIRST AID REST ROOM,,,,,,,N105L02D011,1,
229,ZONE-10,N105L02D012,G100-GF-Y036-0102-SD-012,TRAINING ROOM 2,,,,,,,N105L02D012,1,
230,ZONE-10,N105L02D013,G100-GF-Y036-0102-SD-013,TRAINING ROOM 2,,,,,,,N105L02D013,1,
231,ZONE-10,N105L02M005,G100-GF-Y036-0102-RM-005,TRAINING ROOM 2,,,,,,,N105L02M005,1,
232,ZONE-10,N105L02M006,G100-GF-Y036-0102-RM-006,TRAINING ROOM 3,,,,,,,N105L02M006,1,
233,ZONE-10,N105L02D014,G100-GF-Y036-0102-SD-014,CIRCULATION,,,,,,,N105L02D014,1,
234,ZONE-10,N105L02D015,G100-GF-Y036-0102-SD-015,CIRCULATION,,,,,,,N105L02D015,1,
235,ZONE-10,N105L02D016,G100-GF-Y036-0102-SD-016,TRAINING ROOM 3,,,,,,,N105L02D016,1,
236,ZONE-10,N105L02D017,G100-GF-Y036-0102-SD-017,TRAINING ROOM 3,,,,,,,N105L02D017,1,
237,ZONE-01,N105L02D018,G100-GF-Y036-0102-SHD-018,HVAC TECH ROOM 02,,,,,,,N105L02D018,1,
238,ZONE-01,N105L02D019,G100-GF-Y036-0102-DSD-019,HVAC TECH ROOM 02,,,,,,,N105L02D019,1,
239,ZONE-01,N105L02D020,G100-GF-Y036-0102-SHD-020,ICT/SAS SHAFT,,,,,,,N105L02D020,1,
240,ZONE-01,N105L02D076,G100-GF-Y036-0102-DSD-076,HVAC TECH ROOM 02,,,,,,,N105L02D076,1,
241,ZONE-01,N105L02D021,G100-GF-Y036-0102-SHD-021,HVAC TECH ROOM 02,,,,,,,N105L02D021,1,
242,ZONE-01,N105L02D022,G100-GF-Y036-0102-SHD-022,HVAC TECH ROOM 02,,,,,,,N105L02D022,1,
243,ZONE-01,N105L02D023,G100-GF-Y036-0102-DSD-023,HVAC TECH ROOM 02,,,,,,,N105L02D023,1,
244,ZONE-01,N105L02D024,G100-GF-Y036-0102-SHD-024,HVAC TECH ROOM 02,,,,,,,N105L02D024,1,
245,ZONE-01,N105L02D119,G100-GF-Y036-0102-SHD-119,HVAC TECH ROOM 02,,,,,,,N105L02D119,1,
246,ZONE-01,N105L02D025,G100-GF-Y036-0102-DSD-025,HVAC TECH ROOM 02,,,,,,,N105L02D025,1,
247,ZONE-01,N105L02D026,G100-GF-Y036-0102-DSD-026,HVAC TECH ROOM 02,,,,,,,N105L02D026,1,
248,ZONE-01,N105L02D027,G100-GF-Y036-0102-SHD-027,HVAC TECH ROOM 02,,,,,,,N105L02D027,1,
249,ZONE-01,N105L02M007,G100-GF-Y036-0102-MM-007,HVAC TECH ROOM 02,,,,,,,N105L02M007,1,
250,ZONE-01,N105L02M008,G100-GF-Y036-0102-MM-008,HVAC TECH ROOM 02,,,,,,,N105L02M008,1,
251,ZONE-07,N105L02D028,G100-GF-Y036-0102-SD-028,TOWER CIRCULATION,,,,,,,N105L02D028,1,
252,ZONE-06,N105L02D123,G100-GF-Y036-0102-HD-123,TOWER CIRCULATION,,,,,,,N105L02D077,1,
253,ZONE-02,N105L02D029,G100-GF-Y036-0102-SD-029,TOWER CIRCULATION,,,,,,,N105L02D029,1,
254,ZONE-05,N105L02D030,G100-GF-Y036-0102-SD-030,TOWER CIRCULATION,,,,,,,N105L02D030,1,
255,ZONE-05,N105L02D031,G100-GF-Y036-0102-SD-031,TOWER CIRCULATION,,,,,,,N105L02D031,1,
256,ZONE-03,N105L02D078,G100-GF-Y036-0102-HD-078,TOWER ELEVATOR 02,,,,,,,N105L02D078,1,
257,ZONE-05,N105L02M009,G100-GF-Y036-0102-RM-009,TOWER CIRCULATION,,,,,,,N105L02M009,1,
258,ZONE-05,N105L02M010,G100-GF-Y036-0102-MP-010,TOWER CIRCULATION,,,,,,,N105L02M010,1,
259,ZONE-05,N105L02M011,G100-GF-Y036-0102-RM-011,TOWER CIRCULATION,,,,,,,N105L02M011,1,
260,ZONE-09,N105L02D032,G100-GF-Y036-0102-SD-032,CIRCULATION,,,,,,,N105L02D032,1,
261,ZONE-08,N105L02D033,G100-GF-Y036-0102-SD-033,CIRCULATION,,,,,,,N105L02D033,1,
262,ZONE-08,N105L02D034,G100-GF-Y036-0102-SD-034,CIRCULATION,,,,,,,N105L02D034,1,
263,ZONE-10,N105L02D035,G100-GF-Y036-0102-SD-035,CIRCULATION,,,,,,,N105L02D035,1,
264,ZONE-10,N105L02D036,G100-GF-Y036-0102-SD-036,CIRCULATION,,,,,,,N105L02D036,1,
265,ZONE-10,N105L02D037,G100-GF-Y036-0102-SD-037,CIRCULATION,,,,,,,N105L02D037,1,
266,ZONE-10,N105L02D038,G100-GF-Y036-0102-SD-038,CIRCULATION,,,,,,,N105L02D038,1,
267,ZONE-01,N105L02D039,G100-GF-Y036-0102-SHD-039,HVAC TECH ROOM 02,,,,,,,N105L02D039,1,
268,ZONE-01,N105L02D040,G100-GF-Y036-0102-DSD-040,HVAC TECH ROOM 02,,,,,,,N105L02D040,1,
269,ZONE-01,N105L02D120,G100-GF-Y036-0102-SHD-120,HVAC TECH ROOM 02,,,,,,,N105L02D120,1,
270,ZONE-01,N105L02D041,G100-GF-Y036-0102-SHD-041,HVAC TECH ROOM 02,,,,,,,N105L02D041,1,
271,ZONE-01,N105L02D042,G100-GF-Y036-0102-DSD-042,HVAC TECH ROOM 02,,,,,,,N105L02D042,1,
272,ZONE-01,N105L02D043,G100-GF-Y036-0102-SHD-043,HVAC TECH ROOM 02,,,,,,,N105L02D043,1,
273,ZONE-01,N105L02D044,G100-GF-Y036-0102-DSD-044,HVAC TECH ROOM 02,,,,,,,N105L02D044,1,
274,ZONE-01,N105L02D045,G100-GF-Y036-0102-SHD-045,HVAC TECH ROOM 02,,,,,,,N105L02D045,1,
275,ZONE-01,N105L02D046,G100-GF-Y036-0102-DSD-046,HVAC TECH ROOM 02,,,,,,,N105L02D046,1,
276,ZONE-01,N105L02D047,G100-GF-Y036-0102-SHD-047,HVAC TECH ROOM 02,,,,,,,N105L02D047,1,
277,ZONE-01,N105L02D048,G100-GF-Y036-0102-DSD-048,HVAC TECH ROOM 02,,,,,,,N105L02D048,1,
278,ZONE-01,N105L02D049,G100-GF-Y036-0102-DSD-049,HVAC TECH ROOM 02,,,,,,,N105L02D049,1,
279,ZONE-01,N105L02D050,G100-GF-Y036-0102-SHD-050,HVAC TECH ROOM 02,,,,,,,N105L02D050,1,
280,ZONE-01,N105L02D051,G100-GF-Y036-0102-DSD-051,HVAC TECH ROOM 02,,,,,,,N105L02D051,1,
281,ZONE-01,N105L02D052,G100-GF-Y036-0102-SHD-052,HVAC TECH ROOM 02,,,,,,,N105L02D052,1,
282,ZONE-01,N105L02D053,G100-GF-Y036-0102-DSD-053,HVAC TECH ROOM 02,,,,,,,N105L02D053,1,
283,ZONE-01,N105L02D077,G100-GF-Y036-0102-SHD-077,HVAC TECH ROOM 02,,,,,,,N105L02D077,1,
284,ZONE-10,N105L02D054,G100-GF-Y036-0102-SD-054,EMPLOYEES TOILET,,,,,,,N105L02D054,1,
285,ZONE-10,N105L02D055,G100-GF-Y036-0102-SD-055,EMPLOYEES TOILET,,,,,,,N105L02D055,1,
286,ZONE-10,N105L02D056,G100-GF-Y036-0102-SD-056,EMPLOYEES TOILET,,,,,,,N105L02D056,1,
287,ZONE-10,N105L02D057,G100-GF-Y036-0102-SD-057,CIRCULATION,,,,,,,N105L02D057,1,
288,ZONE-10,N105L02D058,G100-GF-Y036-0102-SD-058,CIRCULATION,,,,,,,N105L02D058,1,
289,ZONE-10,N105L02D059,G100-GF-Y036-0102-SD-059,EMPLOYEES TOILET,,,,,,,N105L02D059,1,
290,ZONE-10,N105L02D060,G100-GF-Y036-0102-SD-060,WOMENS TOILET,,,,,,,N105L02D060,1,
291,ZONE-10,N105L02D061,G100-GF-Y036-0102-SD-061,WOMENS TOILET,,,,,,,N105L02D061,1,
292,ZONE-18,N105L02D079,G100-GF-Y036-0102-HD-079,ELEVATOR 05,,,,,,,N105L02D079,1,
293,ZONE-10,N105L02D062,G100-GF-Y036-0102-SD-062,WOMENS TOILET,,,,,,,N105L02D062,1,
294,ZONE-10,N105L02D063,G100-GF-Y036-0102-SD-063,WOMENS TOILET,,,,,,,N105L02D063,1,
295,ZONE-10,N105L02D064,G100-GF-Y036-0102-SD-064,WOMENS TOILET,,,,,,,N105L02D064,1,
296,ZONE-22,N105L02D065,G100-GF-Y036-0102-SD-065,STAIRS 03,,,,,,,N105L02D065,1,
297,ZONE-22,N105L02M012,G100-GF-Y036-0102-MM-012,STAIRS 03,,,,,,,N105L02M012,1,
298,ZONE-21,N105L02D121,G100-GF-Y036-0102-SD-121,ELEV.MECH,,,,,,,N105L02D121,1,
299,ZONE-14,N105L02D066,G100-GF-Y036-0102-SD-066,STORAGE ,,,,,,,N105L02D066,1,
300,ZONE-14,N105L02D067,G100-GF-Y036-0102-SD-067,GOODS RECEPTION,,,,,,,N105L02D067,1,
301,ZONE-14,N105L02D068,G100-GF-Y036-0102-SD-068,GOODS RECEPTION,,,,,,,N105L02D068,1,
302,ZONE-14,N105L02D122,G100-GF-Y036-0102-SD-122,CATERING OFFICE,,,,,,,N105L02D119,1,
303,ZONE-14,N105L02D069,G100-GF-Y036-0102-SD-069,CATERING OFFICE,,,,,,,N105L02D069,1,
304,ZONE-14,N105L02D070,G100-GF-Y036-0102-SD-070,CATERING STAFF WC,,,,,,,N105L02D070,1,
305,ZONE-13,N105L02D080,G100-GF-Y036-0102-HD-080,ELEVATOR 06,,,,,,,N105L02D080,1,
306,ZONE-14,N105L02D071,G100-GF-Y036-0102-SD-071,NON FOOD STORE,,,,,,,N105L02D071,1,
307,ZONE-14,N105L02D072,G100-GF-Y036-0102-SD-072,DISH WASHING,,,,,,,N105L02D072,1,
308,ZONE-14,N105L02D073,G100-GF-Y036-0102-SD-073,DISH WASHING,,,,,,,N105L02D073,1,
309,ZONE-14,N105L02M017,G100-GF-Y036-0102-MP-017,DISH WASHING,,,,,,,N105L02M017,1,
310,ZONE-14,N105L02D074,G100-GF-Y036-0102-SHD-074,CHILLED WASTE HOLDING,,,,,,,N105L02D074,1,
311,ZONE-19,N105L02M018,G100-GF-Y036-0102-MP-018,CIRCULATION,,,,,,,N105L02M018,1,
312,ZONE-17,N105L02D081,G100-GF-Y036-0102-SD-081,UNDER STAIR,,,,,,,N105L02D081,1,
313,ZONE-10,N105L02D082,G100-GF-Y036-0102-SD-082,JANITOR,,,,,,,N105L02D082,1,
314,ZONE-10,N105L02D083,G100-GF-Y036-0102-SD-083,JANITOR,,,,,,,N105L02D083,1,
315,ZONE-10,N105L02D084,G100-GF-Y036-0102-SD-084,CIRCULATION,,,,,,,N105L02D084,1,
316,ZONE-10,N105L02D085,G100-GF-Y036-0102-SD-085,CIRCULATION,,,,,,,N105L02D085,1,
317,ZONE-10,N105L02D086,G100-GF-Y036-0102-SD-086,CIRCULATION,,,,,,,N105L02D086,1,
318,ZONE-10,N105L02D087,G100-GF-Y036-0102-SD-087,CIRCULATION,,,,,,,N105L02D087,1,
319,ZONE-10,N105L02D088,G100-GF-Y036-0102-SD-088,CIRCULATION,,,,,,,N105L02D088,1,
320,ZONE-10,N105L02D089,G100-GF-Y036-0102-SD-089,CIRCULATION,,,,,,,N105L02D089,1,
321,ZONE-10,N105L02M019,G100-GF-Y036-0102-MP-019,CIRCULATION,,,,,,,N105L02M019,1,
322,ZONE-10,N105L02D090,G100-GF-Y036-0102-SD-090,CIRCULATION,,,,,,,N105L02D090,1,
323,ZONE-10,N105L02D091,G100-GF-Y036-0102-SD-091,CIRCULATION,,,,,,,N105L02D091,1,
324,ZONE-01,N105L02M020,G100-GF-Y036-0102-RM-020,HVAC TECH ROOM 02,,,,,,,N105L02M020,1,
325,ZONE-01,N105L02M021,G100-GF-Y036-0102-MMM-021,HVAC TECH ROOM 02,,,,,,,N105L02M021,1,
326,ZONE-01,N105L02M022,G100-GF-Y036-0102-CM-022,HVAC TECH ROOM 02,,,,,,,N105L02M022,1,
327,ZONE-01,N105L02M023,G100-GF-Y036-0102-CM-023,HVAC TECH ROOM 02,,,,,,,N105L02M023,1,
328,ZONE-01,N105L02M024,G100-GF-Y036-0102-CM-024,HVAC TECH ROOM 02,,,,,,,N105L02M024,1,
329,ZONE-10,N105L02D092,G100-GF-Y036-0102-SD-092,CIRCULATION,,,,,,,N105L02D092,1,
330,ZONE-10,N105L02D093,G100-GF-Y036-0102-SD-093,CIRCULATION,,,,,,,N105L02D093,1,
331,ZONE-01,N105L02M025,G100-GF-Y036-0102-RM-025,CIRCULATION,,,,,,,N105L02M025,1,
332,ZONE-10,N105L02D094,G100-GF-Y036-0102-SD-094,CIRCULATION,,,,,,,N105L02D094,1,
333,ZONE-10,N105L02D095,G100-GF-Y036-0102-SD-095,CIRCULATION,,,,,,,N105L02D095,1,
334,ZONE-10,N105L02M026,G100-GF-Y036-0102-MP-026,CIRCULATION,,,,,,,N105L02M026,1,
335,ZONE-27,N105L02M027,G100-GF-Y036-0102-MP-027,CIRCULATION,,,,,,,N105L02M027,1,
336,ZONE-10,N105L02D096,G100-GF-Y036-0102-SD-096,CIRCULATION,,,,,,,N105L02D096,1,
337,ZONE-10,N105L02D097,G100-GF-Y036-0102-SD-097,CIRCULATION,,,,,,,N105L02D097,1,
338,ZONE-10,N105L02D099,G100-GF-Y036-0102-SD-099,CIRCULATION,,,,,,,N105L02D099,1,
339,ZONE-10,N105L02D098,G100-GF-Y036-0102-SD-098,CIRCULATION,,,,,,,N105L02D098,1,
340,ZONE-01,N105L02M028,G100-GF-Y036-0102-RM-028,HVAC TECH ROOM 02,,,,,,,N105L02M028,1,
341,ZONE-01,N105L02M029,G100-GF-Y036-0102-RM-029,HVAC TECH ROOM 02,,,,,,,N105L02M029,1,
342,ZONE-01,N105L02M030,G100-GF-Y036-0102-RM-030,HVAC TECH ROOM 02,,,,,,,N105L02M030,1,
343,ZONE-01,N105L02M031,G100-GF-Y036-0102-RM-031,HVAC TECH ROOM 02,,,,,,,N105L02M031,1,
344,ZONE-01,N105L02M032,G100-GF-Y036-0102-RM-032,HVAC TECH ROOM 02,,,,,,,N105L02M032,1,
345,ZONE-01,N105L02M033,G100-GF-Y036-0102-RM-033,HVAC TECH ROOM 02,,,,,,,N105L02M033,1,
346,ZONE-01,N105L02M034,G100-GF-Y036-0102-RM-034,HVAC TECH ROOM 02,,,,,,,N105L02M034,1,
347,ZONE-01,N105L02M035,G100-GF-Y036-0102-MM-035,HVAC TECH ROOM 02,,,,,,,N105L02M035,1,
348,ZONE-01,N105L02M036,G100-GF-Y036-0102-RM-036,HVAC TECH ROOM 02,,,,,,,N105L02M036,1,
349,ZONE-01,N105L02M037,G100-GF-Y036-0102-RM-037,HVAC TECH ROOM 02,,,,,,,N105L02M037,1,
350,ZONE-01,N105L02M038,G100-GF-Y036-0102-RM-038,HVAC TECH ROOM 02,,,,,,,N105L02M038,1,
351,ZONE-01,N105L02M039,G100-GF-Y036-0102-RM-039,HVAC TECH ROOM 02,,,,,,,N105L02M039,1,
352,ZONE-01,N105L02M040,G100-GF-Y036-0102-RM-040,HVAC TECH ROOM 02,,,,,,,N105L02M040,1,
353,ZONE-01,N105L02M041,G100-GF-Y036-0102-RM-041,HVAC TECH ROOM 02,,,,,,,N105L02M041,1,
354,ZONE-01,N105L02M042,G100-GF-Y036-0102-RM-042,HVAC TECH ROOM 02,,,,,,,N105L02M042,1,
355,ZONE-01,N105L02M043,G100-GF-Y036-0102-RM-043,HVAC TECH ROOM 02,,,,,,,N105L02M043,1,
356,ZONE-01,N105L02M044,G100-GF-Y036-0102-RM-044,HVAC TECH ROOM 02,,,,,,,N105L02M044,1,
357,ZONE-01,N105L02M045,G100-GF-Y036-0102-RM-045,HVAC TECH ROOM 02,,,,,,,N105L02M045,1,
358,ZONE-01,N105L02M046,G100-GF-Y036-0102-RM-046,HVAC TECH ROOM 02,,,,,,,N105L02M046,1,
359,ZONE-73,N105L02M047,G100-GF-Y036-0102-MM-047,SIMULATOR ROOM,,,,,,,N105L02M047,1,
360,ZONE-73,N105L02M048,G100-GF-Y036-0102-CM-048,SIMULATOR ROOM,,,,,,,N105L02M048,1,
361,ZONE-73,N105L02M049,G100-GF-Y036-0102-CM-049,SIMULATOR ROOM,,,,,,,N105L02M049,1,
362,ZONE-73,N105L02M050,G100-GF-Y036-0102-CM-050,SIMULATOR ROOM,,,,,,,N105L02M050,1,
363,ZONE-73,N105L02M051,G100-GF-Y036-0102-CM-051,SIMULATOR ROOM,,,,,,,N105L02M051,1,
364,ZONE-73,N105L02M052,G100-GF-Y036-0102-MM-052,SIMULATOR ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L02M052,1,
365,ZONE-73,N105L02M053,G100-GF-Y036-0102-MM-053,SIMULATOR ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L02M053,1,
366,ZONE-73,N105L02M054,G100-GF-Y036-0102-MM-054,SIMULATOR ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L02M054,1,
367,ZONE-73,N105L02M055,G100-GF-Y036-0102-MM-055,SIMULATOR ROOM,"GS-T,TROUBLE",,,,,,N105L02M055,1,
368,ZONE-10,N105L02D100,G100-GF-Y036-0102-SD-100,PILOT ROOM,,,,,,,N105L02D100,1,
369,ZONE-10,N105L02D101,G100-GF-Y036-0102-SD-101,PILOT ROOM,,,,,,,N105L02D101,1,
370,ZONE-10,N105L02D102,G100-GF-Y036-0102-SD-102,CIRCULATION,,,,,,,N105L02D102,1,
371,ZONE-10,N105L02D103,G100-GF-Y036-0102-SD-103,CIRCULATION,,,,,,,N105L02D103,1,
372,ZONE-10,N105L02D104,G100-GF-Y036-0102-SD-104,WAITING AREA,,,,,,,N105L02D104,1,
373,ZONE-10,N105L02D105,G100-GF-Y036-0102-SD-105,WAITING AREA,,,,,,,N105L02D105,1,
374,ZONE-10,N105L02D106,G100-GF-Y036-0102-SD-106,WAITING AREA,,,,,,,N105L02D106,1,
375,ZONE-10,N105L02D107,G100-GF-Y036-0102-SD-107,WAITING AREA,,,,,,,N105L02D107,1,
376,ZONE-10,N105L02D108,G100-GF-Y036-0102-SD-108,WAITING AREA,,,,,,,N105L02D108,1,
377,ZONE-10,N105L02D109,G100-GF-Y036-0102-SD-109,WAITING AREA,,,,,,,N105L02D109,1,
378,ZONE-20,N105L02M056,G100-GF-Y036-0102-MM-056,ATC SIMULATOR,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L02M056,1,
379,ZONE-20,N105L02M057,G100-GF-Y036-0102-MM-057,ATC SIMULATOR,"GS-Z2,STAGE 2 ALARM",,,,,,N105L02M057,1,
380,ZONE-20,N105L02M058,G100-GF-Y036-0102-MM-058,ATC SIMULATOR,"GS-GD,GAS DISCHARGE",,,,,,N105L02M058,1,
381,ZONE-20,N105L02M059,G100-GF-Y036-0102-MM-059,ATC SIMULATOR,"GS-T,TROUBLE",,,,,,N105L02M059,1,
382,ZONE-20,N105L02D110,G100-GF-Y036-0102-LSD-110,ATC SIMULATOR,,,,,,,N105L02D110,1,
383,ZONE-10,N105L02D111,G100-GF-Y036-0102-SD-111,CIRCULATION,,,,,,,N105L02D111,1,
384,ZONE-10,N105L02D112,G100-GF-Y036-0102-SD-112,CIRCULATION,,,,,,,N105L02D112,1,
385,ZONE-10,N105L02M060,G100-GF-Y036-0102-RM-060,INTERNAL HALL,,,,,,,N105L02M060,1,
386,ZONE-10,N105L02M066,G100-GF-Y036-0102-RM-066,INTERNAL HALL,,,,,,,N105L02M066,1,
387,ZONE-10,N105L02M067,G100-GF-Y036-0102-RM-067,INTERNAL HALL,,,,,,,N105L02M067,1,
388,ZONE-10,N105L02M068,G100-GF-Y036-0102-RM-068,INTERNAL HALL,,,,,,,N105L02M068,1,
389,ZONE-10,N105L02D113,G100-GF-Y036-0102-SD-113,INTERNAL HALL,,,,,,,N105L02D113,1,
390,ZONE-10,N105L02D114,G100-GF-Y036-0102-SD-114,INTERNAL HALL,,,,,,,N105L02D114,1,
391,ZONE-10,N105L02D115,G100-GF-Y036-0102-SD-115,INTERNAL HALL,,,,,,,N105L02D115,1,
392,ZONE-10,N105L02D116,G100-GF-Y036-0102-SD-116,INTERNAL HALL,,,,,,,N105L02D116,1,
393,ZONE-10,N105L02M061,G100-GF-Y036-0102-RM-061,INTERNAL HALL,,,,,,,N105L02M061,1,
394,ZONE-10,N105L02M063,G100-GF-Y036-0102-RM-063,INTERNAL HALL,,,,,,,N105L02M063,1,
395,ZONE-10,N105L02M064,G100-GF-Y036-0102-RM-064,INTERNAL HALL,,,,,,,N105L02M064,1,
396,ZONE-10,N105L02M065,G100-GF-Y036-0102-RM-065,INTERNAL HALL,,,,,,,N105L02M065,1,
397,ZONE-10,N105L02D117,G100-GF-Y036-0102-SD-117,PUBLIC HALL,,,,,,,N105L02D117,1,
398,ZONE-10,N105L02D118,G100-GF-Y036-0102-SD-118,PUBLIC HALL,,,,,,,N105L02D118,1,
399,ZONE-10,N105L02M062,G100-GF-Y036-0102-MP-062,PUBLIC HALL,,,,,,,N105L02M062,1,
400,ZONE-46,N105L03M003,G100-GF-Y036-0103-MM-003,SUBSTATION 03,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M003,1,
401,ZONE-46,N105L03M004,G100-GF-Y036-0103-MM-004,SUBSTATION 03,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M004,1,
402,ZONE-46,N105L03M005,G100-GF-Y036-0103-MM-005,SUBSTATION 03,"GS-GD,GAS DISCHARGE",,,,,,N105L03M005,1,
403,ZONE-46,N105L03M006,G100-GF-Y036-0103-MM-006,SUBSTATION 03,"GS-T,TROUBLE",,,,,,N105L03M006,1,
404,ZONE-49,N105L03M007,G100-GF-Y036-0103-MM-007,TRX ROOM 03,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M007,1,
405,ZONE-49,N105L03M008,G100-GF-Y036-0103-MM-008,TRX ROOM 03,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M008,1,
406,ZONE-49,N105L03M009,G100-GF-Y036-0103-MM-009,TRX ROOM 03,"GS-GD,GAS DISCHARGE",,,,,,N105L03M009,1,
407,ZONE-49,N105L03M010,G100-GF-Y036-0103-MM-010,TRX ROOM 03,"GS-T,TROUBLE",,,,,,N105L03M010,1,
408,ZONE-51,N105L03M011,G100-GF-Y036-0103-MM-011,M.V.ROOM 04,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M011,1,
409,ZONE-51,N105L03M012,G100-GF-Y036-0103-MM-012,M.V.ROOM 04,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M012,1,
410,ZONE-51,N105L03M013,G100-GF-Y036-0103-MM-013,M.V.ROOM 04,"GS-GD,GAS DISCHARGE",,,,,,N105L03M013,1,
411,ZONE-51,N105L03M014,G100-GF-Y036-0103-MM-014,M.V.ROOM 04,"GS-T,TROUBLE",,,,,,N105L03M014,1,
412,ZONE-53,N105L03M110,G100-GF-Y036-0103-RM-110,HVAC ROOM,,,,,,,N105L03M110,1,
413,ZONE-53,N105L03M111,G100-GF-Y036-0103-RM-111,HVAC ROOM,,,,,,,N105L03M111,1,
414,ZONE-53,N105L03M015,G100-GF-Y036-0103-RM-015,HVAC ROOM,,,,,,,N105L03M015,1,
415,ZONE-53,N105L03M016,G100-GF-Y036-0103-RM-016,HVAC ROOM,,,,,,,N105L03M016,1,
416,ZONE-53,N105L03D001,G100-GF-Y036-0103-DSD-001,HVAC ROOM,,,,,,,N105L03D001,1,
417,ZONE-53,N105L03M017,G100-GF-Y036-0103-MP-017,HVAC ROOM,,,,,,,N105L03M017,1,
418,ZONE-53,N105L03D002,G100-GF-Y036-0103-DSD-002,HVAC ROOM,,,,,,,N105L03D002,1,
419,ZONE-53,N105L03D003,G100-GF-Y036-0103-SHD-003,HVAC ROOM,,,,,,,N105L03D003,1,
420,ZONE-54,N105L03M018,G100-GF-Y036-0103-MM-018,GENSET 02,,,,,,,N105L03M018,1,
421,ZONE-54,N105L03M019,G100-GF-Y036-0103-MM-019,GENSET 02,,,,,,,N105L03M019,1,
422,ZONE-54,N105L03M021,G100-GF-Y036-0103-CM-021,GENSET 02,,,,,,,N105L03M021,1,
423,ZONE-54,N105L03M022,G100-GF-Y036-0103-MM-022,HVAC ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M022,1,
