"ATC-ALL FLOOR-PANEL-1 - LOOPS 1,2,3,4,5,6,7"|G100,,,,,,,,,,,,,
ADDRESS ID,AREA ID,ADDRESS,ADDRESS LABEL,ADDRESS LABEL,GAS STAGES,,,,,,,,
640,ZONE-70,N105L05D007,G100-01-Y036-0105-SD-007,JANITORY,,,,,,,N105L05D007,1,
641,ZONE-70,N105L05D008,G100-01-Y036-0105-SD-008,JANITORY,,,,,,,N105L05D008,1,
642,ZONE-70,N105L05D009,G100-01-Y036-0105-SD-009,EMPLOYEES TOILET,,,,,,,N105L05D009,1,
643,ZONE-70,N105L05D010,G100-01-Y036-0105-SD-010,EMPLOYEES TOILET,,,,,,,N105L05D010,1,
644,ZONE-70,N105L05D011,G100-01-Y036-0105-SD-011,EMPLOYEES TOILET,,,,,,,N105L05D011,1,
645,ZONE-70,N105L05D012,G100-01-Y036-0105-HD-012,PANTRY BREAK ROOM,,,,,,,N105L05D012,1,
646,ZONE-70,N105L05D013,G100-01-Y036-0105-SD-013,PANTRY BREAK ROOM,,,,,,,N105L05D013,1,
647,ZONE-70,N105L05D014,G100-01-Y036-0105-SD-014,MET OFFICE,,,,,,,N105L05D014,1,
648,ZONE-70,N105L05D015,G100-01-Y036-0105-SD-015,MET OFFICE,,,,,,,N105L05D015,1,
649,ZONE-70,N105L05D016,G100-01-Y036-0105-SD-016,MET OFFICE,,,,,,,N105L05D016,1,
650,ZONE-70,N105L05D017,G100-01-Y036-0105-SD-017,MET OFFICE,,,,,,,N105L05D017,1,
651,ZONE-70,N105L05D018,G100-01-Y036-0105-SD-018,MET BRIEFING ASSISTANT,,,,,,,N105L05D018,1,
652,ZONE-70,N105L05D019,G100-01-Y036-0105-SD-019,MET BRIEFING ASSISTANT,,,,,,,N105L05D019,1,
653,ZONE-68,N105L05M003,G100-01-Y036-0105-MMM-003,COMM.,,,,,,,N105L05M003,1,
654,ZONE-68,N105L05M005,G100-01-Y036-0105-CM-005,COMM.,,,,,,,N105L05M005,1,
655,ZONE-68,N105L05M006,G100-01-Y036-0105-CM-006,COMM.,,,,,,,N105L05M006,1,
656,ZONE-68,N105L05M007,G100-01-Y036-0105-CM-007,COMM.,,,,,,,N105L05M007,1,
657,ZONE-68,N105L05M008,G100-01-Y036-0105-CM-008,COMM.,,,,,,,N105L05M008,1,
658,ZONE-68,N105L05D108,G100-01-Y036-0105-LSD-108,COMM.,,,,,,,N105L05D108,1,
659,ZONE-68,N105L05M048,G100-01-Y036-0105-MM-048,COMM.,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L05M048,1,
660,ZONE-68,N105L05M049,G100-01-Y036-0105-MM-049,COMM.,"GS-Z2,STAGE 2 ALARM",,,,,,N105L05M049,1,
661,ZONE-68,N105L05M050,G100-01-Y036-0105-MM-050,COMM.,"GS-GD,GAS DISCHARGE",,,,,,N105L05M050,1,
662,ZONE-68,N105L05M051,G100-01-Y036-0105-MM-051,COMM.,"GS-T,TROUBLE",,,,,,N105L05M051,1,
663,ZONE-70,N105L05D025,G100-01-Y036-0105-SD-025,STORE,,,,,,,N105L05D025,1,
664,ZONE-70,N105L05D020,G100-01-Y036-0105-SD-020,ADMINISTRATION SUPERVISOR,,,,,,,N105L05D020,1,
665,ZONE-70,N105L05D021,G100-01-Y036-0105-SD-021,ADMINISTRATION SUPERVISOR,,,,,,,N105L05D021,1,
666,ZONE-70,N105L05D106,G100-01-Y036-0105-SD-106,PANTRY,,,,,,,N105L05D106,1,
667,ZONE-70,N105L05D107,G100-01-Y036-0105-HD-107,PANTRY,,,,,,,N105L05D107,1,
668,ZONE-70,N105L05D022,G100-01-Y036-0105-SD-022,ASSISTANT MANAGER,,,,,,,N105L05D022,1,
669,ZONE-70,N105L05D023,G100-01-Y036-0105-SD-023,ASSISTANT MANAGER,,,,,,,N105L05D023,1,
670,ZONE-70,N105L05D024,G100-01-Y036-0105-SD-024,ELECTRICAL ROOM,,,,,,,N105L05D024,1,
671,ZONE-70,N105L05M054,G100-01-Y036-0105-MM-054,ELECTRICAL ROOM,,,,,,,N105L05M054,1,
672,ZONE-25,N105L05D026,G100-01-Y036-0105-SD-026,STAIRS 02,,,,,,,N105L05D026,1,
673,ZONE-23,N105L05M009,G100-01-Y036-0105-RM-009,ELEVATOR 04,,,,,,,N105L05M009,1,
674,ZONE-23,N105L05M010,G100-01-Y036-0105-RM-010,ELEVATOR 04,,,,,,,N105L05M010,1,
675,ZONE-23,N105L05D027,G100-01-Y036-0105-SHD-027,ELEVATOR 04,,,,,,,N105L05D027,1,
676,ZONE-70,N105L05D029,G100-01-Y036-0105-SD-029,CIRCULATION,,,,,,,N105L05D029,1,
677,ZONE-70,N105L05M011,G100-01-Y036-0105-CM-011,CIRCULATION,,,,,,,N105L05M011,1,
678,ZONE-70,N105L05M012,G100-01-Y036-0105-CM-012,CIRCULATION,,,,,,,N105L05M012,1,
679,ZONE-70,N105L05M013,G100-01-Y036-0105-MM-013,CIRCULATION,,,,,,,N105L05M013,1,
680,ZONE-72,N105L05D040,G100-01-Y036-0105-SHD-040,OPEN TO BELOW,,,,,,,N105L05D040,1,
681,ZONE-72,N105L05M015,G100-01-Y036-0105-MP-015,CIRCULATION,,,,,,,N105L05M015,1,
682,ZONE-72,N105L05D042,G100-01-Y036-0105-SD-042,CIRCULATION,,,,,,,N105L05D042,1,
683,ZONE-72,N105L05D043,G100-01-Y036-0105-SD-043,CIRCULATION,,,,,,,N105L05D043,1,
684,ZONE-72,N105L05M016,G100-01-Y036-0105-RM-016,ELEVATOR LOBBY,,,,,,,N105L05M016,1,
685,ZONE-72,N105L05D044,G100-01-Y036-0105-SD-044,ELEVATOR LOBBY,,,,,,,N105L05D044,1,
686,ZONE-72,N105L05D045,G100-01-Y036-0105-SD-045,ELEVATOR LOBBY,,,,,,,N105L05D045,1,
687,ZONE-02,N105L05D046,G100-01-Y036-0105-SD-046,TOWER ELECTRICAL SHAFT,,,,,,,N105L05D046,1,
688,ZONE-09,N105L05M017,G100-01-Y036-0105-MM-017,STAIRS 01,,,,,,,N105L05M017,1,
689,ZONE-09,N105L05M018,G100-01-Y036-0105-MM-018,STAIRS 01,,,,,,,N105L05M018,1,
690,ZONE-09,N105L05D047,G100-01-Y036-0105-SD-047,STAIRS 01,,,,,,,N105L05D047,1,
691,ZONE-70,N105L05D028,G100-01-Y036-0105-SD-028,EMPLOYEES TOILET,,,,,,,N105L05D028,1,
692,ZONE-70,N105L05D049,G100-01-Y036-0105-SD-049,EMPLOYEES TOILET,,,,,,,N105L05D049,1,
693,ZONE-70,N105L05D050,G100-01-Y036-0105-SD-050,EMPLOYEES TOILET,,,,,,,N105L05D050,1,
694,ZONE-70,N105L05D051,G100-01-Y036-0105-SD-051,EMPLOYEES TOILET,,,,,,,N105L05D051,1,
695,ZONE-70,N105L05M020,G100-01-Y036-0105-RM-020,MEETING ROOM,,,,,,,N105L05M020,1,
696,ZONE-70,N105L05D052,G100-01-Y036-0105-SD-052,MEETING ROOM,,,,,,,N105L05D052,1,
697,ZONE-70,N105L05D053,G100-01-Y036-0105-SD-053,MEETING ROOM,,,,,,,N105L05D053,1,
698,ZONE-70,N105L05D054,G100-01-Y036-0105-SD-054,SUPERVISER BRIEFING ROOM,,,,,,,N105L05D054,1,
699,ZONE-70,N105L05D055,G100-01-Y036-0105-SD-055,SUPERVISER BRIEFING ROOM,,,,,,,N105L05D055,1,
700,ZONE-71,N105L05M021,G100-01-Y036-0105-MM-021,COMM.,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L05M021,1,
701,ZONE-71,N105L05M022,G100-01-Y036-0105-MM-022,COMM.,"GS-Z2,STAGE 2 ALARM",,,,,,N105L05M022,1,
702,ZONE-71,N105L05M023,G100-01-Y036-0105-MM-023,COMM.,"GS-GD,GAS DISCHARGE",,,,,,N105L05M023,1,
703,ZONE-71,N105L05M024,G100-01-Y036-0105-MM-024,COMM.,"GS-T,TROUBLE",,,,,,N105L05M024,1,
704,ZONE-71,N105L05D048,G100-01-Y036-0105-LSD-048,COMM.,,,,,,,N105L05D048,1,
705,ZONE-70,N105L05D056,G100-01-Y036-0105-SD-056,ATC TOILET,,,,,,,N105L05D056,1,
706,ZONE-70,N105L05D058,G100-01-Y036-0105-SD-058,ATC MANAGER OFFICE,,,,,,,N105L05D058,1,
707,ZONE-70,N105L05D059,G100-01-Y036-0105-SD-059,ATC MANAGER OFFICE,,,,,,,N105L05D059,1,
708,ZONE-70,N105L05D060,G100-01-Y036-0105-SD-060,ATC SECRETERIA OFFICE,,,,,,,N105L05D060,1,
709,ZONE-70,N105L05D061,G100-01-Y036-0105-SD-061,ATC SECRETERIA OFFICE,,,,,,,N105L05D061,1,
710,ZONE-70,N105L05D062,G100-01-Y036-0105-SD-062,EMPLOYEE TOILET,,,,,,,N105L05D062,1,
711,ZONE-70,N105L05D063,G100-01-Y036-0105-SD-063,BED ROOM 03,,,,,,,N105L05D063,1,
712,ZONE-70,N105L05D064,G100-01-Y036-0105-SD-064,BED ROOM 03,,,,,,,N105L05D064,1,
713,ZONE-70,N105L05D065,G100-01-Y036-0105-SD-065,BED ROOM 02,,,,,,,N105L05D065,1,
714,ZONE-70,N105L05D066,G100-01-Y036-0105-SD-066,BED ROOM 02,,,,,,,N105L05D066,1,
715,ZONE-70,N105L05D067,G100-01-Y036-0105-SD-067,CIRCULATION,,,,,,,N105L05D067,1,
716,ZONE-70,N105L05D068,G100-01-Y036-0105-SD-068,CIRCULATION,,,,,,,N105L05D068,1,
717,ZONE-70,N105L05D069,G100-01-Y036-0105-SD-069,CIRCULATION,,,,,,,N105L05D069,1,
718,ZONE-70,N105L05D070,G100-01-Y036-0105-SD-070,CIRCULATION,,,,,,,N105L05D070,1,
719,ZONE-70,N105L05D071,G100-01-Y036-0105-SD-071,BED ROOM 01,,,,,,,N105L05D071,1,
720,ZONE-70,N105L05D072,G100-01-Y036-0105-SD-072,BED ROOM 01,,,,,,,N105L05D072,1,
721,ZONE-70,N105L05D073,G100-01-Y036-0105-SD-073,MED -SED BED ROOM 02,,,,,,,N105L05D073,1,
722,ZONE-70,N105L05D074,G100-01-Y036-0105-SD-074,MED -SED BED ROOM 02,,,,,,,N105L05D074,1,
723,ZONE-70,N105L05D075,G100-01-Y036-0105-SD-075,CIRCULATION,,,,,,,N105L05D075,1,
724,ZONE-70,N105L05D076,G100-01-Y036-0105-SD-076,CIRCULATION,,,,,,,N105L05D076,1,
725,ZONE-70,N105L05D077,G100-01-Y036-0105-SD-077,MED -SED BED ROOM 01,,,,,,,N105L05D077,1,
726,ZONE-70,N105L05D078,G100-01-Y036-0105-SD-078,MED -SED BED ROOM 01,,,,,,,N105L05D078,1,
727,ZONE-69,N105L05M029,G100-01-Y036-0105-CM-029,SDB,,,,,,,N105L05M029,1,
728,ZONE-69,N105L05M030,G100-01-Y036-0105-CM-030,SDB,,,,,,,N105L05M030,1,
729,ZONE-69,N105L05M031,G100-01-Y036-0105-CM-031,SDB,,,,,,,N105L05M031,1,
730,ZONE-69,N105L05M032,G100-01-Y036-0105-CM-032,SDB,,,,,,,N105L05M032,1,
731,ZONE-69,N105L05M033,G100-01-Y036-0105-MM-033,SDB,,,,,,,N105L05M033,1,
732,ZONE-69,N105L05D092,G100-01-Y036-0105-SD-092,SDB,,,,,,,N105L05D092,1,
733,ZONE-69,N105L05M034,G100-01-Y036-0105-MM-034,SDB,,,,,,,N105L05M034,1,
734,ZONE-70,N105L05D079,G100-01-Y036-0105-SD-079,CIRCULATION,,,,,,,N105L05D079,1,
735,ZONE-70,N105L05D080,G100-01-Y036-0105-SD-080,CIRCULATION,,,,,,,N105L05D080,1,
736,ZONE-70,N105L05M039,G100-01-Y036-0105-MP-039,CIRCULATION,,,,,,,N105L05M039,1,
737,ZONE-22,N105L05D081,G100-01-Y036-0105-SD-081,STAIRS 03,,,,,,,N105L05D081,1,
738,ZONE-18,N105L05M041,G100-01-Y036-0105-RM-041,CIRCULATION,,,,,,,N105L05M041,1,
739,ZONE-18,N105L05M042,G100-01-Y036-0105-RM-042,CIRCULATION,,,,,,,N105L05M042,1,
740,ZONE-18,N105L05D082,G100-01-Y036-0105-SHD-082,CIRCULATION,,,,,,,N105L05D082,1,
741,ZONE-70,N105L05D083,G100-01-Y036-0105-SD-083,CIRCULATION,,,,,,,N105L05D083,1,
742,ZONE-70,N105L05D084,G100-01-Y036-0105-SD-084,CIRCULATION,,,,,,,N105L05D084,1,
743,ZONE-70,N105L05D085,G100-01-Y036-0105-SD-085,CIRCULATION,,,,,,,N105L05D085,1,
744,ZONE-70,N105L05D086,G100-01-Y036-0105-SD-086,JANITORY ROOM,,,,,,,N105L05D086,1,
745,ZONE-70,N105L05D087,G100-01-Y036-0105-SD-087,DISABLED TOILET,,,,,,,N105L05D087,1,
746,ZONE-70,N105L05D088,G100-01-Y036-0105-SD-088,DISABLED TOILET,,,,,,,N105L05D088,1,
747,ZONE-70,N105L05D089,G100-01-Y036-0105-SD-089,DISABLED TOILET,,,,,,,N105L05D089,1,
748,ZONE-70,N105L05D090,G100-01-Y036-0105-SD-090,DISABLED TOILET,,,,,,,N105L05D090,1,
749,ZONE-70,N105L05D091,G100-01-Y036-0105-SD-091,DISABLED TOILET,,,,,,,N105L05D091,1,
750,ZONE-70,N105L05D093,G100-01-Y036-0105-SD-093,PLUMPING ROOM,,,,,,,N105L05D093,1,
751,ZONE-70,N105L05D094,G100-01-Y036-0105-SD-094,PLUMPING ROOM,,,,,,,N105L05D094,1,
752,ZONE-70,N105L05D095,G100-01-Y036-0105-SD-095,SHOWER ROOM,,,,,,,N105L05D095,1,
753,ZONE-70,N105L05D097,G100-01-Y036-0105-SD-097,CIRCULATION,,,,,,,N105L05D097,1,
754,ZONE-70,N105L05D098,G100-01-Y036-0105-SD-098,CIRCULATION,,,,,,,N105L05D098,1,
755,ZONE-70,N105L05D099,G100-01-Y036-0105-SD-099,SHOWER ROOM,,,,,,,N105L05D099,1,
756,ZONE-70,N105L05D100,G100-01-Y036-0105-SD-100,LOCKERS ROOM,,,,,,,N105L05D100,1,
757,ZONE-70,N105L05D101,G100-01-Y036-0105-SD-101,LOCKERS ROOM,,,,,,,N105L05D101,1,
758,ZONE-70,N105L05D102,G100-01-Y036-0105-SD-102,CIRCULATION,,,,,,,N105L05D102,1,
759,ZONE-70,N105L05D103,G100-01-Y036-0105-SD-103,CIRCULATION,,,,,,,N105L05D103,1,
760,ZONE-41,N105L05D104,G100-01-Y036-0105-SHD-104,ELEVATOR 03,,,,,,,N105L05D104,1,
761,ZONE-70,N105L05M043,G100-01-Y036-0105-MP-043,CIRCULATION,,,,,,,N105L05M043,1,
762,ZONE-41,N105L05M044,G100-01-Y036-0105-RM-044,ELEVATOR 03,,,,,,,N105L05M044,1,
763,ZONE-41,N105L05M045,G100-01-Y036-0105-RM-045,ELEVATOR 03,,,,,,,N105L05M045,1,
764,ZONE-40,N105L05M046,G100-01-Y036-0105-MM-046,STAIRS 04,,,,,,,N105L05M046,1,
765,ZONE-40,N105L05M047,G100-01-Y036-0105-MM-047,STAIRS 04,,,,,,,N105L05M047,1,
766,ZONE-40,N105L05M052,G100-01-Y036-0105-MM-052,STAIRS 04,,,,,,,N105L05M052,1,
767,ZONE-40,N105L05M053,G100-01-Y036-0105-MM-053,STAIRS 04,,,,,,,N105L05M053,1,
768,ZONE-40,N105L05D105,G100-01-Y036-0105-SD-105,STAIRS 04,,,,,,,N105L05D105,1,
769,ZONE-0.1-02,N105L06D001,G100-0.1-Y036-0106-SD-001,TOWER ELECTRICAL SHAFT,,,,,,,N105L06D001,1,
770,ZONE-0.1-75,N105L06D002,G100-0.1-Y036-0106-SD-002,ELEVATOR LOBBY,,,,,,,N105L06D002,1,
771,ZONE-0.1-75,N105L06D003,G100-0.1-Y036-0106-SD-003,ELEVATOR LOBBY,,,,,,,N105L06D003,1,
772,ZONE-0.1-75,N105L06M001,G100-0.1-Y036-0106-RM-001,ELEVATOR LOBBY,,,,,,,N105L06M001,1,
773,ZONE-0.1-09,N105L06M002,G100-0.1-Y036-0106-MM-002,STAIRS 01,,,,,,,N105L06M002,1,
774,ZONE-0.1-09,N105L06M003,G100-0.1-Y036-0106-MM-003,STAIRS 01,,,,,,,N105L06M003,1,
775,ZONE-0.1-09,N105L06D004,G100-0.1-Y036-0106-SD-004,STAIRS 01,,,,,,,N105L06D004,1,
776,ZONE-0.1-74,N105L06D005,G100-0.1-Y036-0106-SD-005,CIRCULATION 02,,,,,,,N105L06D005,1,
777,ZONE-0.1-74,N105L06D006,G100-0.1-Y036-0106-SD-006,CIRCULATION 02,,,,,,,N105L06D006,1,
778,ZONE-0.1-74,N105L06M004,G100-0.1-Y036-0106-MP-004,CIRCULATION 02,,,,,,,N105L06M004,1,
779,ZONE-01.1-02,N105L06D007,G100-01.1-Y036-0106-SD-007,ELECTRICAL SHAFT,,,,,,,N105L06D007,1,
780,ZONE-01.1-76,N105L06D008,G100-01.1-Y036-0106-SD-008,CIRCULATION 01,,,,,,,N105L06D008,1,
781,ZONE-01.1-76,N105L06D009,G100-01.1-Y036-0106-SD-009,CIRCULATION 01,,,,,,,N105L06D009,1,
782,ZONE-01.1-76,N105L06M005,G100-01.1-Y036-0106-RM-005,CIRCULATION 01,,,,,,,N105L06M005,1,
783,ZONE-01.1-09,N105L06M006,G100-01.1-Y036-0106-MM-006,STAIRS 01,,,,,,,N105L06M006,1,
784,ZONE-01.1-09,N105L06M007,G100-01.1-Y036-0106-MM-007,STAIRS 01,,,,,,,N105L06M007,1,
785,ZONE-01.1-09,N105L06D010,G100-01.1-Y036-0106-SD-010,STAIRS 01,,,,,,,N105L06D010,1,
786,ZONE-01.1-77,N105L06M008,G100-01.1-Y036-0106-RM-008,HVAC ROOM,,,,,,,N105L06M008,1,
787,ZONE-01.1-77,N105L06D011,G100-01.1-Y036-0106-SHD-011,HVAC ROOM,,,,,,,N105L06D011,1,
788,ZONE-01.1-77,N105L06M009,G100-01.1-Y036-0106-RM-009,HVAC ROOM,,,,,,,N105L06M009,1,
789,ZONE-01.1-77,N105L06M104,G100-01.1-Y036-0106-RM-104,HVAC ROOM,,,,,,,N105L06M104,1,
790,ZONE-01.1-77,N105L06M010,G100-01.1-Y036-0106-RM-010,CIRCULATION 02,,,,,,,N105L06M010,1,
791,ZONE-01.1-77,N105L06M011,G100-01.1-Y036-0106-MP-011,CIRCULATION 02,,,,,,,N105L06M011,1,
792,ZONE-01.1-77,N105L06D012,G100-01.1-Y036-0106-SD-012,CIRCULATION 02,,,,,,,N105L06D012,1,
793,ZONE-01.1-77,N105L06D013,G100-01.1-Y036-0106-SD-013,CIRCULATION 02,,,,,,,N105L06D013,1,
794,ZONE-02-02,N105L06D014,G100-02-Y036-0106-SD-014,ELECTRICAL SHAFT,,,,,,,N105L06D014,1,
795,ZONE-02-78,N105L06D015,G100-02-Y036-0106-SD-015,CIRCULATION 02,,,,,,,N105L06D015,1,
796,ZONE-02-78,N105L06D016,G100-02-Y036-0106-SD-016,CIRCULATION 02,,,,,,,N105L06D016,1,
797,ZONE-02-78,N105L06M012,G100-02-Y036-0106-RM-012,CIRCULATION 02,,,,,,,N105L06M012,1,
798,ZONE-02-09,N105L06M013,G100-02-Y036-0106-MM-013,STAIRS 01,,,,,,,N105L06M013,1,
799,ZONE-02-09,N105L06M014,G100-02-Y036-0106-MM-014,STAIRS 01,,,,,,,N105L06M014,1,
800,ZONE-02-09,N105L06D017,G100-02-Y036-0106-SD-017,STAIRS 01,,,,,,,N105L06D017,1,
801,ZONE-02-79,N105L06M015,G100-02-Y036-0106-MM-015,SDB ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L06M015,1,
802,ZONE-02-79,N105L06M016,G100-02-Y036-0106-MM-016,SDB ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L06M016,1,
803,ZONE-02-79,N105L06M017,G100-02-Y036-0106-MM-017,SDB ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L06M017,1,
804,ZONE-02-79,N105L06M018,G100-02-Y036-0106-MM-018,SDB ROOM,"GS-T,TROUBLE",,,,,,N105L06M018,1,
805,ZONE-02-80,N105L06M019,G100-02-Y036-0106-MP-019,CIRCULATION 01,,,,,,,N105L06M019,1,
806,ZONE-02-80,N105L06D018,G100-02-Y036-0106-SD-018,CIRCULATION 01,,,,,,,N105L06D018,1,
807,ZONE-02-80,N105L06D019,G100-02-Y036-0106-SD-019,CIRCULATION 01,,,,,,,N105L06D019,1,
808,ZONE-03-02,N105L06D020,G100-03-Y036-0106-SD-020,ELECTRICAL SHAFT,,,,,,,N105L06D020,1,
809,ZONE-03-80,N105L06D021,G100-03-Y036-0106-SD-021,CIRCULATION 02,,,,,,,N105L06D021,1,
810,ZONE-03-80,N105L06D022,G100-03-Y036-0106-SD-022,CIRCULATION 02,,,,,,,N105L06D022,1,
811,ZONE-03-80,N105L06M020,G100-03-Y036-0106-RM-020,CIRCULATION 02,,,,,,,N105L06M020,1,
812,ZONE-03-09,N105L06M021,G100-03-Y036-0106-MM-021,STAIRS 01,,,,,,,N105L06M021,1,
813,ZONE-03-09,N105L06M022,G100-03-Y036-0106-MM-022,STAIRS 01,,,,,,,N105L06M022,1,
814,ZONE-03-09,N105L06D023,G100-03-Y036-0106-SD-023,STAIRS 01,,,,,,,N105L06D023,1,
815,ZONE-03-81,N105L06M023,G100-03-Y036-0106-RM-023,MAINTENANCE,,,,,,,N105L06M023,1,
816,ZONE-03-81,N105L06D024,G100-03-Y036-0106-SHD-024,MAINTENANCE,,,,,,,N105L06D024,1,
817,ZONE-03-83,N105L06M024,G100-03-Y036-0106-MM-024,LOW VOLTAGE ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L06M024,1,
818,ZONE-03-83,N105L06M025,G100-03-Y036-0106-MM-025,LOW VOLTAGE ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L06M025,1,
819,ZONE-03-83,N105L06M026,G100-03-Y036-0106-MM-026,LOW VOLTAGE ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L06M026,1,
820,ZONE-03-83,N105L06M027,G100-03-Y036-0106-MM-027,LOW VOLTAGE ROOM,"GS-T,TROUBLE",,,,,,N105L06M027,1,
821,ZONE-03-83,N105L06D111,G100-03-Y036-0106-LSD-111,LOW VOLTAGE ROOM,,,,,,,N105L06D111,1,
822,ZONE-03-81,N105L06M028,G100-03-Y036-0106-RM-028,CIRCULATION 01,,,,,,,N105L06M028,1,
823,ZONE-03-81,N105L06M029,G100-03-Y036-0106-MP-029,CIRCULATION 01,,,,,,,N105L06M029,1,
824,ZONE-03-81,N105L06D025,G100-03-Y036-0106-SD-025,CIRCULATION 01,,,,,,,N105L06D025,1,
825,ZONE-03-81,N105L06D026,G100-03-Y036-0106-SD-026,CIRCULATION 01,,,,,,,N105L06D026,1,
826,ZONE-04-02,N105L06D027,G100-04-Y036-0106-SD-027,ELECTRICAL SHAFT,,,,,,,N105L06D027,1,
827,ZONE-04-84,N105L06D028,G100-04-Y036-0106-SD-028,ICT/SAS SHAFT,,,,,,,N105L06D028,1,
828,ZONE-04-84,N105L06D029,G100-04-Y036-0106-SD-029,ICT/SAS SHAFT,,,,,,,N105L06D029,1,
829,ZONE-04-84,N105L06M105,G100-04-Y036-0106-RM-105,ICT/SAS SHAFT,,,,,,,N105L06M105,1,
830,ZONE-04-09,N105L06M030,G100-04-Y036-0106-MM-030,STAIRS 01,,,,,,,N105L06M030,1,
831,ZONE-04-09,N105L06M031,G100-04-Y036-0106-MM-031,STAIRS 01,,,,,,,N105L06M031,1,
832,ZONE-04-09,N105L06D030,G100-04-Y036-0106-SD-030,STAIRS 01,,,,,,,N105L06M030,1,
833,ZONE-04-09,N105L06M032,G100-04-Y036-0106-MM-032,STAIRS 01,,,,,,,N105L06M032,1,
834,ZONE-04-09,N105L06M033,G100-04-Y036-0106-MM-033,STAIRS 01,,,,,,,N105L06M033,1,
835,ZONE-04-85,N105L06D112,G100-04-Y036-0106-LSD-112,ANS ROOM,,,,,,,N105L06D112,1,
836,ZONE-04-85,N105L06M034,G100-04-Y036-0106-MM-034,ANS ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L06M034,1,
837,ZONE-04-85,N105L06M035,G100-04-Y036-0106-MM-035,ANS ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L06M035,1,
838,ZONE-04-85,N105L06M036,G100-04-Y036-0106-MM-036,ANS ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L06M036,1,
839,ZONE-04-85,N105L06M037,G100-04-Y036-0106-MM-037,ANS ROOM,"GS-T,TROUBLE",,,,,,N105L06M037,1,
840,ZONE-04-86,N105L06M038,G100-04-Y036-0106-MP-038,CIRCULATION 01,,,,,,,N105L06M038,1,
841,ZONE-04-86,N105L06D031,G100-04-Y036-0106-SD-031,CIRCULATION 01,,,,,,,N105L06D031,1,
842,ZONE-04-86,N105L06D032,G100-04-Y036-0106-SD-032,CIRCULATION 01,,,,,,,N105L06D032,1,
843,ZONE-05-02,N105L06D033,G100-05-Y036-0106-SD-033,ELECTRICAL SHAFT,,,,,,,N105L06D033,1,
844,ZONE-05-88,N105L06D034,G100-05-Y036-0106-SD-034,CIRCULATION 02,,,,,,,N105L06D034,1,
845,ZONE-05-88,N105L06D035,G100-05-Y036-0106-SD-035,CIRCULATION 02,,,,,,,N105L06D035,1,
846,ZONE-05-88,N105L06M039,G100-05-Y036-0106-RM-039,CIRCULATION 02,,,,,,,N105L06M039,1,
847,ZONE-05-09,N105L06M040,G100-05-Y036-0106-MM-040,STAIRS 01,,,,,,,N105L06M040,1,
848,ZONE-05-09,N105L06M041,G100-05-Y036-0106-MM-041,STAIRS 01,,,,,,,N105L06M041,1,
849,ZONE-05-09,N105L06D036,G100-05-Y036-0106-SD-036,STAIRS 01,,,,,,,N105L06D036,1,
850,ZONE-05-87,N105L06M042,G100-05-Y036-0106-RM-042,MAINTENANCE,,,,,,,N105L06M042,1,
851,ZONE-05-87,N105L06D037,G100-05-Y036-0106-SHD-037,MAINTENANCE,,,,,,,N105L06D037,1,
852,ZONE-05-87,N105L06M043,G100-05-Y036-0106-MP-043,CIRCULATION 01,,,,,,,N105L06M043,1,
853,ZONE-05-87,N105L06D038,G100-05-Y036-0106-SD-038,CIRCULATION 01,,,,,,,N105L06D038,1,
854,ZONE-05-87,N105L06D039,G100-05-Y036-0106-SD-039,CIRCULATION 01,,,,,,,N105L06D039,1,
855,ZONE-06-02,N105L06D040,G100-06-Y036-0106-SD-040,ELECTRICAL SHAFT,,,,,,,N105L06D040,1,
856,ZONE-06-89,N105L06D041,G100-06-Y036-0106-SD-041,CIRCULATION 02,,,,,,,N105L06D041,1,
857,ZONE-06-89,N105L06D042,G100-06-Y036-0106-SD-042,CIRCULATION 02,,,,,,,N105L06D042,1,
858,ZONE-06-89,N105L06M044,G100-06-Y036-0106-RM-044,CIRCULATION 02,,,,,,,N105L06M044,1,
859,ZONE-06-09,N105L06M045,G100-06-Y036-0106-MM-045,STAIRS 01,,,,,,,N105L06M045,1,
860,ZONE-06-09,N105L06M046,G100-06-Y036-0106-MM-046,STAIRS 01,,,,,,,N105L06M046,1,
861,ZONE-06-09,N105L06D043,G100-06-Y036-0106-SD-043,STAIRS 01,,,,,,,N105L06D043,1,
862,ZONE-06-90,N105L06M047,G100-06-Y036-0106-RM-047,MAINTENANCE,,,,,,,N105L06M047,1,
863,ZONE-06-90,N105L06M-048,G100-06-Y036-0106-CM-048,MAINTENANCE,,,,,,,N105L06M-048,1,
864,ZONE-06-90,N105L06M049,G100-06-Y036-0106-CM-049,MAINTENANCE,,,,,,,N105L06M049,1,
