LOAD CENTRE - A  GENERATOR PLANT| C110 ,,,,,,,,,,,,,,
ADDRESS ID,AREA ID,AL01DL01DRESS,ADDRESS LABEL, ROOM NO / ADDRESS LABEL, ROOM NO,ADDRESS LABEL,INTERFACE,,,,,,,
161,ZONE-34,N171L02M055,C110-01-Y036-0202-MM-055,02-01-TR-08 / CONTROL ROOM,02-01-TR-08,CONTROL ROOM,,,,,,,,
162,ZONE-34,N171L02M056,C110-01-Y036-0202-MM-056,02-01-TR-08 / CONTROL ROOM,02-01-TR-08,CONTROL ROOM,,,,,,,,
163,ZONE-34,N171L02M057,C110-01-Y036-0202-MM-057,02-01-TR-08 / CONTROL ROOM,02-01-TR-08,CONTROL ROOM,,,,,,,,
164,ZONE-34,N171L02M058,C110-01-Y036-0202-MM-058,02-01-TR-08 / CONTROL ROOM,02-01-TR-08,CONTROL ROOM,,,,,,,,
165,ZONE-04,N171L02D015,C110-01-Y036-0202-SD-015,02-ST-02 / STAIRS 02,02-ST-02,STAIRS 02,,,,,,,,
166,ZONE-30,N171L02M060,C110-01-Y036-0202-MP-060,02-01-CI-05 / CIRCULATION,02-01-CI-05,CIRCULATION,,,,,,,,
167,ZONE-30,N171L02D016,C110-01-Y036-0202-SD-016,02-01-CI-05 / CIRCULATION,02-01-CI-05,CIRCULATION,,,,,,,,
168,ZONE-05,N171L02D017,C110-01-Y036-0202-SHD-017,02-LI-01 / LIFT 1,02-LI-01,LIFT 1,,,,,,,,
169,ZONE-05,N171L02M061,C110-01-Y036-0202-RM-061,02-LI-01 / LIFT 1,02-LI-01,LIFT 1,,,,,,,,
170,ZONE-05,N171L02M062,C110-01-Y036-0202-RM-062,02-LI-01 / LIFT 1,02-LI-01,LIFT 1,,,,,,,,
171,ZONE-05,N171L02D018,C110-01-Y036-0202-SD-018,02-01-CI-07 / LIFT LOBBY,02-01-CI-07,LIFT LOBBY,,,,,,,,
172,ZONE-30,N171L02M063,C110-01-Y036-0202-RM-063,02-01-CI-05 / CIRCULATION,02-01-CI-05,CIRCULATION,,,,,,,,
173,ZONE-30,N171L02D019,C110-01-Y036-0202-SD-019,02-01-KT-02 / PANTRY,02-01-KT-02,PANTRY,,,,,,,,
174,ZONE-30,N171L02D020,C110-01-Y036-0202-SD-020,02-01-CI-06 / CIRCULATION,02-01-CI-06,CIRCULATION,,,,,,,,
175,ZONE-30,N171L02D021,C110-01-Y036-0202-SD-021,02-01-KT-02 / PANTRY,02-01-KT-02,PANTRY,,,,,,,,
176,ZONE-30,N171L02D022,C110-01-Y036-0202-SD-022,02-01-TO-02 / ACC WC,02-01-TO-02,ACC WC,,,,,,,,
177,ZONE-30,N171L02M064,C110-01-Y036-0202-MM-064,02-01-CI-06 / CIRCULATION,02-01-CI-06,CIRCULATION,,,,,,,,
178,ZONE-30,N171L02M065,C110-01-Y036-0202-MM-065,02-01-CI-06 / CIRCULATION,02-01-CI-06,CIRCULATION,,,,,,,,
179,ZONE-03,N171L03D001,C110-01-Y036-0203-SD-001,02-ST-01 / STAIRS 01,02-ST-01,STAIRS 01,,,,,,,,
180,ZONE-26,N171L03D002,C110-01-Y036-0203-SD-002,02-01-KT-01 / PANTRY,02-01-KT-01,PANTRY,,,,,,,,
181,ZONE-26,N171L03D003,C110-01-Y036-0203-SD-003,02-01-KT-01 / PANTRY,02-01-KT-01,PANTRY,,,,,,,,
182,ZONE-26,N171L03D004,C110-01-Y036-0203-SD-004,02-01-KT-01 / PANTRY,02-01-KT-01,PANTRY,,,,,,,,
183,ZONE-26,N171L03M001,C110-01-Y036-0203-MM-001,02-01-TO-01 / TOILET,02-01-TO-01,TOILET,,,,,,,,
184,ZONE-26,N171L03M002,C110-01-Y036-0203-MM-002,02-01-CI-01 / CIRCULATION,02-01-CI-01,CIRCULATION,,,,,,,,
185,ZONE-26,N171L03D005,C110-01-Y036-0203-SD-005,02-01-CI-01 / CIRCULATION,02-01-CI-01,CIRCULATION,,,,,,,,
186,ZONE-26,N171L03M003,C110-01-Y036-0203-RM-003,02-01-CI-01 / CIRCULATION,02-01-CI-01,CIRCULATION,,,,,,,,
187,ZONE-26,N171L03D006,C110-01-Y036-0203-SD-006,02-01-CI-02 / CIRCULATION,02-01-CI-02,CIRCULATION,,,,,,,,
188,ZONE-26,N171L03M004,C110-01-Y036-0203-MP-004,02-01-CI-02 / CIRCULATION,02-01-CI-02,CIRCULATION,,,,,,,,
189,ZONE-27,N171L03M006,C110-01-Y036-0203-MM-006,02-01-TR-01 / CONTROL ROOM,02-01-TR-01,CONTROL ROOM,,,,,,,,
190,ZONE-27,N171L03M007,C110-01-Y036-0203-MM-007,02-01-TR-01 / CONTROL ROOM,02-01-TR-01,CONTROL ROOM,,,,,,,,
191,ZONE-27,N171L03M008,C110-01-Y036-0203-MM-008,02-01-TR-01 / CONTROL ROOM,02-01-TR-01,CONTROL ROOM,,,,,,,,
192,ZONE-27,N171L03M009,C110-01-Y036-0203-MM-009,02-01-TR-01 / CONTROL ROOM,02-01-TR-01,CONTROL ROOM,,,,,,,,
193,ZONE-26,N171L03D007,C110-01-Y036-0203-SD-007,02-01-CI-02 / CIRCULATION,02-01-CI-02,CIRCULATION,,,,,,,,
194,ZONE-26,N171L03D008,C110-01-Y036-0203-SD-008,02-01-CI-02 / CIRCULATION,02-01-CI-02,CIRCULATION,,,,,,,,
195,ZONE-28,N171L03M010,C110-01-Y036-0203-MM-010,02-01-TR-02 / UPS & BATTERY,02-01-TR-02,UPS & BATTERY,,,,,,,,
196,ZONE-28,N171L03M011,C110-01-Y036-0203-MM-011,02-01-TR-02 / UPS & BATTERY,02-01-TR-02,UPS & BATTERY,,,,,,,,
197,ZONE-28,N171L03M012,C110-01-Y036-0203-MM-012,02-01-TR-02 / UPS & BATTERY,02-01-TR-02,UPS & BATTERY,,,,,,,,
198,ZONE-28,N171L03M013,C110-01-Y036-0203-MM-013,02-01-TR-02 / UPS & BATTERY,02-01-TR-02,UPS & BATTERY,,,,,,,,
199,ZONE-29,N171L03M014,C110-01-Y036-0203-MM-014,02-01-TR-03 / LV PANEL ROOM,02-01-TR-03,LV PANEL ROOM,,,,,,,,
200,ZONE-29,N171L03M015,C110-01-Y036-0203-MM-015,02-01-TR-03 / LV PANEL ROOM,02-01-TR-03,LV PANEL ROOM,,,,,,,,
201,ZONE-29,N171L03M016,C110-01-Y036-0203-MM-016,02-01-TR-03 / LV PANEL ROOM,02-01-TR-03,LV PANEL ROOM,,,,,,,,
202,ZONE-29,N171L03M017,C110-01-Y036-0203-MM-017,02-01-TR-03 / LV PANEL ROOM,02-01-TR-03,LV PANEL ROOM,,,,,,,,
203,ZONE-26,N171L03D009,C110-01-Y036-0203-SD-009,02-01-CI-03 / CIRCULATION,02-01-CI-03,CIRCULATION,,,,,,,,
204,ZONE-26,N171L03D010,C110-01-Y036-0203-SD-010,02-01-CI-03 / CIRCULATION,02-01-CI-03,CIRCULATION,,,,,,,,
205,ZONE-26,N171L03M019,C110-01-Y036-0203-RM-019,02-01-TR-04 / HVAC,02-01-TR-04,HVAC,,,,,,,,
206,ZONE-26,N171L03D011,C110-01-Y036-0203-SHD-011,02-01-TR-04 / HVAC,02-01-TR-04,HVAC,,,,,,,,
207,ZONE-26,N171L03M022,C110-01-Y036-0203-RM-022,02-01-CI-03 / CIRCULATION,02-01-CI-03,CIRCULATION,,,,,,,,
208,ZONE-26,N171L03M023,C110-01-Y036-0203-RM-023,02-01-TR-12 / HVAC,02-01-TR-12,HVAC,,,,,,,,
209,ZONE-26,N171L03M024,C110-01-Y036-0203-RM-024,02-01-TR-12 / HVAC,02-01-TR-12,HVAC,,,,,,,,
210,ZONE-26,N171L03M025,C110-01-Y036-0203-RM-025,02-01-TR-12 / HVAC,02-01-TR-12,HVAC,,,,,,,,
211,ZONE-30,N171L03D012,C110-01-Y036-0203-SHD-012,02-01-TR-12 / HVAC,02-01-TR-12,HVAC,,,,,,,,
212,ZONE-30,N171L03M028,C110-01-Y036-0203-RM-028,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
213,ZONE-30,N171L03M060,C110-01-Y036-0203-RM-060,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
214,ZONE-30,N171L03M061,C110-01-Y036-0203-RM-061,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
215,ZONE-30,N171L03D013,C110-01-Y036-0203-SHD-013,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
216,ZONE-30,N171L03M031,C110-01-Y036-0203-RM-031,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
217,ZONE-30,N171L03M032,C110-01-Y036-0203-MM-032,02-01-TR-11 / HVAC,02-01-TR-11,HVAC,,,,,,,,
218,ZONE-30,N171L03M046,C110-01-Y036-0203-RM-046,02-01-CI-04 / CIRCULATION,02-01-CI-04,CIRCULATION,,,,,,,,
219,ZONE-30,N171L03M033,C110-01-Y036-0203-MMM-033,02-01-CI-04 / CIRCULATION,02-01-CI-04,CIRCULATION,,,,,,,,
220,ZONE-30,N171L03M034,C110-01-Y036-0203-CM-034,02-01-CI-04 / CIRCULATION,02-01-CI-04,CIRCULATION,,,,,,,,
221,ZONE-30,N171L03M035,C110-01-Y036-0203-CM-035,02-01-CI-04 / CIRCULATION,02-01-CI-04,CIRCULATION,,,,,,,,
222,ZONE-30,N171L03D014,C110-01-Y036-0203-SHD-014,02-01-TR-05 / HVAC,02-01-TR-05,HVAC,,,,,,,,
223,ZONE-30,N171L03M040,C110-01-Y036-0203-RM-040,02-01-TR-05 / HVAC,02-01-TR-05,HVAC,,,,,,,,
224,ZONE-30,N171L03D015,C110-01-Y036-0203-SD-015,02-01-CI-04 / CIRCULATION,02-01-CI-04,CIRCULATION,,,,,,,,
225,ZONE-31,N171L03D016,C110-01-Y036-0203-LSD-016,02-01-TR-10 / COMMS ROOM,02-01-TR-10,COMMS ROOM,,,,,,,,
226,ZONE-31,N171L03M041,C110-01-Y036-0203-MM-041,02-01-TR-10 / COMMS ROOM,02-01-TR-10,COMMS ROOM,,,,,,,,
227,ZONE-31,N171L03M042,C110-01-Y036-0203-MM-042,02-01-TR-10 / COMMS ROOM,02-01-TR-10,COMMS ROOM,,,,,,,,
228,ZONE-31,N171L03M043,C110-01-Y036-0203-MM-043,02-01-TR-10 / COMMS ROOM,02-01-TR-10,COMMS ROOM,,,,,,,,
229,ZONE-31,N171L03M044,C110-01-Y036-0203-MM-044,02-01-TR-10 / COMMS ROOM,02-01-TR-10,COMMS ROOM,,,,,,,,
230,ZONE-04,N171L03D031,C110-02-Y036-0203-SD-031,02-ST-02 / STAIRS 02,02-ST-02,STAIRS 02,,,,,,,,
231,ZONE-36,N171L03M045,C110-02-Y036-0203-MP-045,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
232,ZONE-36,N171L03D017,C110-02-Y036-0203-SHD-017,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
233,ZONE-36,N171L03D018,C110-02-Y036-0203-SHD-018,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
234,ZONE-36,N171L03D019,C110-02-Y036-0203-SHD-019,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
235,ZONE-36,N171L03D020,C110-02-Y036-0203-SHD-020,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
236,ZONE-36,N171L03D021,C110-02-Y036-0203-SHD-021,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
237,ZONE-36,N171L03M047,C110-02-Y036-0203-MMM-047,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
238,ZONE-36,N171L03M048,C110-02-Y036-0203-CM-048,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
239,ZONE-36,N171L03M049,C110-02-Y036-0203-CM-049,02-02-TR-03 / PLENUM,02-02-TR-03,PLENUM,,,,,,,,
240,ZONE-15,N171L03D028,C110-02-Y036-0203-BD-028, / NO DESCRIPTION,,NO DESCRIPTION,,,,,,,,
241,ZONE-01,N171L03D029,C110-02-Y036-0203-BD-029, / NO DESCRIPTION,,NO DESCRIPTION,,,,,,,,
242,ZONE-35,N171L03D022,C110-02-Y036-0203-SHD-022,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
243,ZONE-35,N171L03D023,C110-02-Y036-0203-SHD-023,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
244,ZONE-35,N171L03D024,C110-02-Y036-0203-SHD-024,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
245,ZONE-35,N171L03D025,C110-02-Y036-0203-SHD-025,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
246,ZONE-35,N171L03D026,C110-02-Y036-0203-SHD-026,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
247,ZONE-35,N171L03M051,C110-02-Y036-0203-MP-051,02-02-TR-02 / PLENUM,02-02-TR-02,PLENUM,,,,,,,,
248,ZONE-03,N171L03D027,C110-02-Y036-0203-SD-027,02-ST-01 / STAIRS 01,02-ST-01,STAIRS 01,,,,,,,,
249,ZONE-91,N171L04M001,C110-B1-Y036-0204-MP-001, / FLOOR VOID,,FLOOR VOID,,,,,,,,
250,ZONE-91,N171L04D001,C110-B1-Y036-0204-SD-001, / FLOOR VOID,,FLOOR VOID,,,,,,,,
251,ZONE-94,N171L04D002,C110-B1-Y036-0204-SD-002,02-ST-01 / STAIRS 01,02-ST-01,STAIRS 01,,,,,,,,
252,ZONE-91,N171L04D003,C110-B1-Y036-0204-SD-003, / FLOOR VOID,,FLOOR VOID,,,,,,,,
253,ZONE-91,N171L04D004,C110-B1-Y036-0204-SD-004, / FLOOR VOID,,FLOOR VOID,,,,,,,,
254,ZONE-91,N171L04D005,C110-B1-Y036-0204-SD-005, / FLOOR VOID,,FLOOR VOID,,,,,,,,
255,ZONE-91,N171L04D006,C110-B1-Y036-0204-SD-006, / FLOOR VOID,,FLOOR VOID,,,,,,,,
256,ZONE-91,N171L04D007,C110-B1-Y036-0204-SD-007, / FLOOR VOID,,FLOOR VOID,,,,,,,,
257,ZONE-91,N171L04D008,C110-B1-Y036-0204-SD-008, / FLOOR VOID,,FLOOR VOID,,,,,,,,
258,ZONE-91,N171L04D009,C110-B1-Y036-0204-SD-009, / FLOOR VOID,,FLOOR VOID,,,,,,,,
259,ZONE-91,N171L04D010,C110-B1-Y036-0204-SD-010, / FLOOR VOID,,FLOOR VOID,,,,,,,,
260,ZONE-91,N171L04M002,C110-B1-Y036-0204-MM-002, / FLOOR VOID,,FLOOR VOID,,,,,,,,
261,ZONE-91,N171L04M003,C110-B1-Y036-0204-CM-003, / FLOOR VOID,,FLOOR VOID,,,,,,,,
262,ZONE-91,N171L04D011,C110-B1-Y036-0204-SD-011, / FLOOR VOID,,FLOOR VOID,,,,,,,,
263,ZONE-91,N171L04D012,C110-B1-Y036-0204-SD-012, / FLOOR VOID,,FLOOR VOID,,,,,,,,
264,ZONE-91,N171L04D013,C110-B1-Y036-0204-SD-013, / FLOOR VOID,,FLOOR VOID,,,,,,,,
265,ZONE-91,N171L04D014,C110-B1-Y036-0204-SD-014, / FLOOR VOID,,FLOOR VOID,,,,,,,,
266,ZONE-91,N171L04D015,C110-B1-Y036-0204-SD-015, / FLOOR VOID,,FLOOR VOID,,,,,,,,
267,ZONE-103,N171L04D016,C110-B1-Y036-0204-SD-016,02-ST-02 / STAIRS 02,02-ST-02,STAIRS 02,,,,,,,,
268,ZONE-91,N171L04M004,C110-B1-Y036-0204-MP-004, / FLOOR VOID,,FLOOR VOID,,,,,,,,
269,ZONE-91,N171L04D017,C110-B1-Y036-0204-SD-017, / FLOOR VOID,,FLOOR VOID,,,,,,,,
13,ZONE-03,N171L01D002,C110-GF-Y036-0201-SD-002,STAIRS 01/02-ST-01,
79,ZONE-02,N171L01D005,C110-GF-Y036-0201-SD-005,CIRCULATION/02-GF-CI-01,
30,ZONE-12,N171L01M017,C110-GF-Y036-0201-MM-017,AUX TRANSFORMER/02-GF-TR-05,
34,ZONE-02,N171L01M031,C110-GF-Y036-0201-MP-031,CIRCULATION/02-GF-CI-01,
48,ZONE-17,N171L01M033,C110-GF-Y036-0201-MM-033,PANEL ROOM/02-GF-TR-16,
49,ZONE-17,N171L01M034,C110-GF-Y036-0201-MM-034,PANEL ROOM/02-GF-TR-16,
57,ZONE-16,N171L01M055,C110-GF-Y036-0201-MM-055,CIRCULATION/02-GF-CI-04,
58,ZONE-16,N171L01M056,C110-GF-Y036-0201-MM-056,CIRCULATION/02-GF-CI-04,
176,ZONE-30,N171L02D025,C110-01-Y036-0202-SD-025,ACC WC/02-01-TO-02,
144,ZONE-01,N171L02M045,C110-GF-Y036-0202-MM-045,GENERATOR HALL/02-GF-TR-28,
145,ZONE-01,N171L02M046,C110-GF-Y036-0202-MM-046,GENERATOR HALL/02-GF-TR-28,
